Index,STATION,NAME,Month,Date,Year,Season,TMAX,TMIN
8154,USW00094746,"WORCESTER, MA US",5,1,1972,Summer,74,54
8155,USW00094746,"WORCESTER, MA US",5,2,1972,Summer,59,37
8156,USW00094746,"WORCESTER, MA US",5,3,1972,Summer,49,36
8157,USW00094746,"WORCESTER, MA US",5,4,1972,Summer,50,42
8158,USW00094746,"WORCESTER, MA US",5,5,1972,Summer,54,41
8159,USW00094746,"WORCESTER, MA US",5,6,1972,Summer,66,39
8160,USW00094746,"WORCESTER, MA US",5,7,1972,Summer,68,49
8161,USW00094746,"WORCESTER, MA US",5,8,1972,Summer,52,40
8162,USW00094746,"WORCESTER, MA US",5,9,1972,Summer,40,38
8163,USW00094746,"WORCESTER, MA US",5,10,1972,Summer,54,34
8164,USW00094746,"WORCESTER, MA US",5,11,1972,Summer,59,39
8165,USW00094746,"WORCESTER, MA US",5,12,1972,Summer,64,38
8166,USW00094746,"WORCESTER, MA US",5,13,1972,Summer,74,41
8167,USW00094746,"WORCESTER, MA US",5,14,1972,Summer,68,51
8168,USW00094746,"WORCESTER, MA US",5,15,1972,Summer,61,53
8169,USW00094746,"WORCESTER, MA US",5,16,1972,Summer,76,53
8170,USW00094746,"WORCESTER, MA US",5,17,1972,Summer,68,52
8171,USW00094746,"WORCESTER, MA US",5,18,1972,Summer,76,52
8172,USW00094746,"WORCESTER, MA US",5,19,1972,Summer,62,46
8173,USW00094746,"WORCESTER, MA US",5,20,1972,Summer,52,46
8174,USW00094746,"WORCESTER, MA US",5,21,1972,Summer,79,52
8175,USW00094746,"WORCESTER, MA US",5,22,1972,Summer,76,56
8176,USW00094746,"WORCESTER, MA US",5,23,1972,Summer,81,51
8177,USW00094746,"WORCESTER, MA US",5,24,1972,Summer,70,43
8178,USW00094746,"WORCESTER, MA US",5,25,1972,Summer,59,37
8179,USW00094746,"WORCESTER, MA US",5,26,1972,Summer,65,35
8180,USW00094746,"WORCESTER, MA US",5,27,1972,Summer,76,39
8181,USW00094746,"WORCESTER, MA US",5,28,1972,Summer,82,52
8182,USW00094746,"WORCESTER, MA US",5,29,1972,Summer,80,53
8183,USW00094746,"WORCESTER, MA US",5,30,1972,Summer,74,55
8184,USW00094746,"WORCESTER, MA US",5,31,1972,Summer,73,61
8185,USW00094746,"WORCESTER, MA US",6,1,1972,Summer,66,53
8186,USW00094746,"WORCESTER, MA US",6,2,1972,Summer,66,48
8187,USW00094746,"WORCESTER, MA US",6,3,1972,Summer,78,51
8188,USW00094746,"WORCESTER, MA US",6,4,1972,Summer,81,59
8189,USW00094746,"WORCESTER, MA US",6,5,1972,Summer,70,53
8190,USW00094746,"WORCESTER, MA US",6,6,1972,Summer,70,51
8191,USW00094746,"WORCESTER, MA US",6,7,1972,Summer,67,53
8192,USW00094746,"WORCESTER, MA US",6,8,1972,Summer,67,51
8193,USW00094746,"WORCESTER, MA US",6,9,1972,Summer,77,57
8194,USW00094746,"WORCESTER, MA US",6,10,1972,Summer,61,41
8195,USW00094746,"WORCESTER, MA US",6,11,1972,Summer,59,38
8196,USW00094746,"WORCESTER, MA US",6,12,1972,Summer,68,42
8197,USW00094746,"WORCESTER, MA US",6,13,1972,Summer,72,53
8198,USW00094746,"WORCESTER, MA US",6,14,1972,Summer,76,58
8199,USW00094746,"WORCESTER, MA US",6,15,1972,Summer,77,60
8200,USW00094746,"WORCESTER, MA US",6,16,1972,Summer,75,64
8201,USW00094746,"WORCESTER, MA US",6,17,1972,Summer,75,61
8202,USW00094746,"WORCESTER, MA US",6,18,1972,Summer,68,57
8203,USW00094746,"WORCESTER, MA US",6,19,1972,Summer,59,54
8204,USW00094746,"WORCESTER, MA US",6,20,1972,Summer,76,59
8205,USW00094746,"WORCESTER, MA US",6,21,1972,Summer,76,63
8206,USW00094746,"WORCESTER, MA US",6,22,1972,Summer,66,57
8207,USW00094746,"WORCESTER, MA US",6,23,1972,Summer,66,54
8208,USW00094746,"WORCESTER, MA US",6,24,1972,Summer,66,53
8209,USW00094746,"WORCESTER, MA US",6,25,1972,Summer,65,50
8210,USW00094746,"WORCESTER, MA US",6,26,1972,Summer,62,54
8211,USW00094746,"WORCESTER, MA US",6,27,1972,Summer,75,57
8212,USW00094746,"WORCESTER, MA US",6,28,1972,Summer,81,60
8213,USW00094746,"WORCESTER, MA US",6,29,1972,Summer,79,60
8214,USW00094746,"WORCESTER, MA US",6,30,1972,Summer,62,56
8215,USW00094746,"WORCESTER, MA US",7,1,1972,Autumn,73,55
8216,USW00094746,"WORCESTER, MA US",7,2,1972,Autumn,87,62
8217,USW00094746,"WORCESTER, MA US",7,3,1972,Autumn,81,68
8218,USW00094746,"WORCESTER, MA US",7,4,1972,Autumn,71,55
8219,USW00094746,"WORCESTER, MA US",7,5,1972,Autumn,60,53
8220,USW00094746,"WORCESTER, MA US",7,6,1972,Autumn,68,52
8221,USW00094746,"WORCESTER, MA US",7,7,1972,Autumn,74,55
8222,USW00094746,"WORCESTER, MA US",7,8,1972,Autumn,77,56
8223,USW00094746,"WORCESTER, MA US",7,9,1972,Autumn,77,56
8224,USW00094746,"WORCESTER, MA US",7,10,1972,Autumn,78,57
8225,USW00094746,"WORCESTER, MA US",7,11,1972,Autumn,85,63
8226,USW00094746,"WORCESTER, MA US",7,12,1972,Autumn,88,68
8227,USW00094746,"WORCESTER, MA US",7,13,1972,Autumn,74,67
8228,USW00094746,"WORCESTER, MA US",7,14,1972,Autumn,87,68
8229,USW00094746,"WORCESTER, MA US",7,15,1972,Autumn,86,68
8230,USW00094746,"WORCESTER, MA US",7,16,1972,Autumn,86,69
8231,USW00094746,"WORCESTER, MA US",7,17,1972,Autumn,87,70
8232,USW00094746,"WORCESTER, MA US",7,18,1972,Autumn,87,73
8233,USW00094746,"WORCESTER, MA US",7,19,1972,Autumn,89,69
8234,USW00094746,"WORCESTER, MA US",7,20,1972,Autumn,75,66
8235,USW00094746,"WORCESTER, MA US",7,21,1972,Autumn,85,65
8236,USW00094746,"WORCESTER, MA US",7,22,1972,Autumn,86,71
8237,USW00094746,"WORCESTER, MA US",7,23,1972,Autumn,85,70
8238,USW00094746,"WORCESTER, MA US",7,24,1972,Autumn,85,70
8239,USW00094746,"WORCESTER, MA US",7,25,1972,Autumn,85,60
8240,USW00094746,"WORCESTER, MA US",7,26,1972,Autumn,75,56
8241,USW00094746,"WORCESTER, MA US",7,27,1972,Autumn,76,57
8242,USW00094746,"WORCESTER, MA US",7,28,1972,Autumn,77,59
8243,USW00094746,"WORCESTER, MA US",7,29,1972,Autumn,77,58
8244,USW00094746,"WORCESTER, MA US",7,30,1972,Autumn,77,60
8245,USW00094746,"WORCESTER, MA US",7,31,1972,Autumn,76,58
8246,USW00094746,"WORCESTER, MA US",8,1,1972,Autumn,80,59
8247,USW00094746,"WORCESTER, MA US",8,2,1972,Autumn,75,62
8248,USW00094746,"WORCESTER, MA US",8,3,1972,Autumn,78,60
8249,USW00094746,"WORCESTER, MA US",8,4,1972,Autumn,73,52
8250,USW00094746,"WORCESTER, MA US",8,5,1972,Autumn,73,49
8251,USW00094746,"WORCESTER, MA US",8,6,1972,Autumn,75,52
8252,USW00094746,"WORCESTER, MA US",8,7,1972,Autumn,71,57
8253,USW00094746,"WORCESTER, MA US",8,8,1972,Autumn,77,62
8254,USW00094746,"WORCESTER, MA US",8,9,1972,Autumn,78,60
8255,USW00094746,"WORCESTER, MA US",8,10,1972,Autumn,68,50
8256,USW00094746,"WORCESTER, MA US",8,11,1972,Autumn,71,46
8257,USW00094746,"WORCESTER, MA US",8,12,1972,Autumn,71,56
8258,USW00094746,"WORCESTER, MA US",8,13,1972,Autumn,81,62
8259,USW00094746,"WORCESTER, MA US",8,14,1972,Autumn,69,53
8260,USW00094746,"WORCESTER, MA US",8,15,1972,Autumn,65,50
8261,USW00094746,"WORCESTER, MA US",8,16,1972,Autumn,71,50
8262,USW00094746,"WORCESTER, MA US",8,17,1972,Autumn,66,54
8263,USW00094746,"WORCESTER, MA US",8,18,1972,Autumn,72,59
8264,USW00094746,"WORCESTER, MA US",8,19,1972,Autumn,79,62
8265,USW00094746,"WORCESTER, MA US",8,20,1972,Autumn,76,58
8266,USW00094746,"WORCESTER, MA US",8,21,1972,Autumn,79,56
8267,USW00094746,"WORCESTER, MA US",8,22,1972,Autumn,81,56
8268,USW00094746,"WORCESTER, MA US",8,23,1972,Autumn,81,58
8269,USW00094746,"WORCESTER, MA US",8,24,1972,Autumn,83,66
8270,USW00094746,"WORCESTER, MA US",8,25,1972,Autumn,86,67
8271,USW00094746,"WORCESTER, MA US",8,26,1972,Autumn,86,66
8272,USW00094746,"WORCESTER, MA US",8,27,1972,Autumn,74,64
8273,USW00094746,"WORCESTER, MA US",8,28,1972,Autumn,80,64
8274,USW00094746,"WORCESTER, MA US",8,29,1972,Autumn,78,62
8275,USW00094746,"WORCESTER, MA US",8,30,1972,Autumn,78,60
8276,USW00094746,"WORCESTER, MA US",8,31,1972,Autumn,80,61
8277,USW00094746,"WORCESTER, MA US",9,1,1972,Autumn,77,60
8278,USW00094746,"WORCESTER, MA US",9,2,1972,Autumn,71,60
8279,USW00094746,"WORCESTER, MA US",9,3,1972,Autumn,64,58
8280,USW00094746,"WORCESTER, MA US",9,4,1972,Autumn,64,52
8281,USW00094746,"WORCESTER, MA US",9,5,1972,Autumn,70,49
8282,USW00094746,"WORCESTER, MA US",9,6,1972,Autumn,75,50
8283,USW00094746,"WORCESTER, MA US",9,7,1972,Autumn,75,49
8284,USW00094746,"WORCESTER, MA US",9,8,1972,Autumn,75,55
8285,USW00094746,"WORCESTER, MA US",9,9,1972,Autumn,71,50
8286,USW00094746,"WORCESTER, MA US",9,10,1972,Autumn,64,45
8287,USW00094746,"WORCESTER, MA US",9,11,1972,Autumn,71,43
8288,USW00094746,"WORCESTER, MA US",9,12,1972,Autumn,75,57
8289,USW00094746,"WORCESTER, MA US",9,13,1972,Autumn,67,54
8290,USW00094746,"WORCESTER, MA US",9,14,1972,Autumn,73,54
8291,USW00094746,"WORCESTER, MA US",9,15,1972,Autumn,65,49
8292,USW00094746,"WORCESTER, MA US",9,16,1972,Autumn,72,51
8293,USW00094746,"WORCESTER, MA US",9,17,1972,Autumn,81,55
8294,USW00094746,"WORCESTER, MA US",9,18,1972,Autumn,78,61
8295,USW00094746,"WORCESTER, MA US",9,19,1972,Autumn,61,48
8296,USW00094746,"WORCESTER, MA US",9,20,1972,Autumn,57,42
8297,USW00094746,"WORCESTER, MA US",9,21,1972,Autumn,54,41
8298,USW00094746,"WORCESTER, MA US",9,22,1972,Autumn,70,44
8299,USW00094746,"WORCESTER, MA US",9,23,1972,Autumn,61,41
8300,USW00094746,"WORCESTER, MA US",9,24,1972,Autumn,62,46
8301,USW00094746,"WORCESTER, MA US",9,25,1972,Autumn,73,55
8302,USW00094746,"WORCESTER, MA US",9,26,1972,Autumn,78,62
8303,USW00094746,"WORCESTER, MA US",9,27,1972,Autumn,76,55
8304,USW00094746,"WORCESTER, MA US",9,28,1972,Autumn,58,42
8305,USW00094746,"WORCESTER, MA US",9,29,1972,Autumn,61,44
8306,USW00094746,"WORCESTER, MA US",9,30,1972,Autumn,68,44
8307,USW00094746,"WORCESTER, MA US",10,1,1972,Winter,50,35
8308,USW00094746,"WORCESTER, MA US",10,2,1972,Winter,58,38
8309,USW00094746,"WORCESTER, MA US",10,3,1972,Winter,68,42
8310,USW00094746,"WORCESTER, MA US",10,4,1972,Winter,70,47
8311,USW00094746,"WORCESTER, MA US",10,5,1972,Winter,63,45
8312,USW00094746,"WORCESTER, MA US",10,6,1972,Winter,64,48
8313,USW00094746,"WORCESTER, MA US",10,7,1972,Winter,60,55
8314,USW00094746,"WORCESTER, MA US",10,8,1972,Winter,62,45
8315,USW00094746,"WORCESTER, MA US",10,9,1972,Winter,48,33
8316,USW00094746,"WORCESTER, MA US",10,10,1972,Winter,49,27
8317,USW00094746,"WORCESTER, MA US",10,11,1972,Winter,56,33
8318,USW00094746,"WORCESTER, MA US",10,12,1972,Winter,53,43
8319,USW00094746,"WORCESTER, MA US",10,13,1972,Winter,50,36
8320,USW00094746,"WORCESTER, MA US",10,14,1972,Winter,55,32
8321,USW00094746,"WORCESTER, MA US",10,15,1972,Winter,49,29
8322,USW00094746,"WORCESTER, MA US",10,16,1972,Winter,50,28
8323,USW00094746,"WORCESTER, MA US",10,17,1972,Winter,56,32
8324,USW00094746,"WORCESTER, MA US",10,18,1972,Winter,43,26
8325,USW00094746,"WORCESTER, MA US",10,19,1972,Winter,36,27
8326,USW00094746,"WORCESTER, MA US",10,20,1972,Winter,40,21
8327,USW00094746,"WORCESTER, MA US",10,21,1972,Winter,45,25
8328,USW00094746,"WORCESTER, MA US",10,22,1972,Winter,47,35
8329,USW00094746,"WORCESTER, MA US",10,23,1972,Winter,61,44
8330,USW00094746,"WORCESTER, MA US",10,24,1972,Winter,64,49
8331,USW00094746,"WORCESTER, MA US",10,25,1972,Winter,49,30
8332,USW00094746,"WORCESTER, MA US",10,26,1972,Winter,53,32
8333,USW00094746,"WORCESTER, MA US",10,27,1972,Winter,62,37
8334,USW00094746,"WORCESTER, MA US",10,28,1972,Winter,58,40
8335,USW00094746,"WORCESTER, MA US",10,29,1972,Winter,59,41
8336,USW00094746,"WORCESTER, MA US",10,30,1972,Winter,44,28
8337,USW00094746,"WORCESTER, MA US",10,31,1972,Winter,40,26
8338,USW00094746,"WORCESTER, MA US",11,1,1972,Winter,45,30
8339,USW00094746,"WORCESTER, MA US",11,2,1972,Winter,53,37
8340,USW00094746,"WORCESTER, MA US",11,3,1972,Winter,59,41
8341,USW00094746,"WORCESTER, MA US",11,4,1972,Winter,41,31
8342,USW00094746,"WORCESTER, MA US",11,5,1972,Winter,35,31
8343,USW00094746,"WORCESTER, MA US",11,6,1972,Winter,41,32
8344,USW00094746,"WORCESTER, MA US",11,7,1972,Winter,47,33
8345,USW00094746,"WORCESTER, MA US",11,8,1972,Winter,43,40
8346,USW00094746,"WORCESTER, MA US",11,9,1972,Winter,42,36
8347,USW00094746,"WORCESTER, MA US",11,10,1972,Winter,53,35
8348,USW00094746,"WORCESTER, MA US",11,11,1972,Winter,39,33
8349,USW00094746,"WORCESTER, MA US",11,12,1972,Winter,44,35
8350,USW00094746,"WORCESTER, MA US",11,13,1972,Winter,44,39
8351,USW00094746,"WORCESTER, MA US",11,14,1972,Winter,40,28
8352,USW00094746,"WORCESTER, MA US",11,15,1972,Winter,30,21
8353,USW00094746,"WORCESTER, MA US",11,16,1972,Winter,30,19
8354,USW00094746,"WORCESTER, MA US",11,17,1972,Winter,35,20
8355,USW00094746,"WORCESTER, MA US",11,18,1972,Winter,43,25
8356,USW00094746,"WORCESTER, MA US",11,19,1972,Winter,39,27
8357,USW00094746,"WORCESTER, MA US",11,20,1972,Winter,43,31
8358,USW00094746,"WORCESTER, MA US",11,21,1972,Winter,33,20
8359,USW00094746,"WORCESTER, MA US",11,22,1972,Winter,26,13
8360,USW00094746,"WORCESTER, MA US",11,23,1972,Winter,26,9
8361,USW00094746,"WORCESTER, MA US",11,24,1972,Winter,36,22
8362,USW00094746,"WORCESTER, MA US",11,25,1972,Winter,40,30
8363,USW00094746,"WORCESTER, MA US",11,26,1972,Winter,59,33
8364,USW00094746,"WORCESTER, MA US",11,27,1972,Winter,44,35
8365,USW00094746,"WORCESTER, MA US",11,28,1972,Winter,50,33
8366,USW00094746,"WORCESTER, MA US",11,29,1972,Winter,37,24
8367,USW00094746,"WORCESTER, MA US",11,30,1972,Winter,30,22
8368,USW00094746,"WORCESTER, MA US",12,1,1972,Winter,33,28
8369,USW00094746,"WORCESTER, MA US",12,2,1972,Winter,34,25
8370,USW00094746,"WORCESTER, MA US",12,3,1972,Winter,48,29
8371,USW00094746,"WORCESTER, MA US",12,4,1972,Winter,29,20
8372,USW00094746,"WORCESTER, MA US",12,5,1972,Winter,29,23
8373,USW00094746,"WORCESTER, MA US",12,6,1972,Winter,57,28
8374,USW00094746,"WORCESTER, MA US",12,7,1972,Winter,35,15
8375,USW00094746,"WORCESTER, MA US",12,8,1972,Winter,31,13
8376,USW00094746,"WORCESTER, MA US",12,9,1972,Winter,44,31
8377,USW00094746,"WORCESTER, MA US",12,10,1972,Winter,42,35
8378,USW00094746,"WORCESTER, MA US",12,11,1972,Winter,36,19
8379,USW00094746,"WORCESTER, MA US",12,12,1972,Winter,26,16
8380,USW00094746,"WORCESTER, MA US",12,13,1972,Winter,47,25
8381,USW00094746,"WORCESTER, MA US",12,14,1972,Winter,38,25
8382,USW00094746,"WORCESTER, MA US",12,15,1972,Winter,26,18
8383,USW00094746,"WORCESTER, MA US",12,16,1972,Winter,28,11
8384,USW00094746,"WORCESTER, MA US",12,17,1972,Winter,12,6
8385,USW00094746,"WORCESTER, MA US",12,18,1972,Winter,27,7
8386,USW00094746,"WORCESTER, MA US",12,19,1972,Winter,33,24
8387,USW00094746,"WORCESTER, MA US",12,20,1972,Winter,34,16
8388,USW00094746,"WORCESTER, MA US",12,21,1972,Winter,25,13
8389,USW00094746,"WORCESTER, MA US",12,22,1972,Winter,35,25
8390,USW00094746,"WORCESTER, MA US",12,23,1972,Winter,34,30
8391,USW00094746,"WORCESTER, MA US",12,24,1972,Winter,34,30
8392,USW00094746,"WORCESTER, MA US",12,25,1972,Winter,37,32
8393,USW00094746,"WORCESTER, MA US",12,26,1972,Winter,34,30
8395,USW00094746,"WORCESTER, MA US",12,28,1972,Winter,32,23
8396,USW00094746,"WORCESTER, MA US",12,29,1972,Winter,23,14
8397,USW00094746,"WORCESTER, MA US",12,30,1972,Winter,23,16
8398,USW00094746,"WORCESTER, MA US",12,31,1972,Winter,40,19
8399,USW00094746,"WORCESTER, MA US",1,1,1973,Spring,53,36
8400,USW00094746,"WORCESTER, MA US",1,2,1973,Spring,36,22
8401,USW00094746,"WORCESTER, MA US",1,3,1973,Spring,33,19
8402,USW00094746,"WORCESTER, MA US",1,4,1973,Spring,37,24
8403,USW00094746,"WORCESTER, MA US",1,5,1973,Spring,35,23
8404,USW00094746,"WORCESTER, MA US",1,6,1973,Spring,23,3
8405,USW00094746,"WORCESTER, MA US",1,7,1973,Spring,11,0
8406,USW00094746,"WORCESTER, MA US",1,8,1973,Spring,8,-5
8407,USW00094746,"WORCESTER, MA US",1,9,1973,Spring,15,-3
8408,USW00094746,"WORCESTER, MA US",1,10,1973,Spring,22,10
8409,USW00094746,"WORCESTER, MA US",1,11,1973,Spring,25,9
8410,USW00094746,"WORCESTER, MA US",1,12,1973,Spring,20,11
8411,USW00094746,"WORCESTER, MA US",1,13,1973,Spring,25,10
8412,USW00094746,"WORCESTER, MA US",1,14,1973,Spring,34,14
8413,USW00094746,"WORCESTER, MA US",1,15,1973,Spring,35,26
8414,USW00094746,"WORCESTER, MA US",1,16,1973,Spring,44,26
8415,USW00094746,"WORCESTER, MA US",1,17,1973,Spring,55,37
8416,USW00094746,"WORCESTER, MA US",1,18,1973,Spring,59,43
8417,USW00094746,"WORCESTER, MA US",1,19,1973,Spring,56,35
8418,USW00094746,"WORCESTER, MA US",1,20,1973,Spring,47,16
8419,USW00094746,"WORCESTER, MA US",1,21,1973,Spring,37,15
8420,USW00094746,"WORCESTER, MA US",1,22,1973,Spring,52,22
8421,USW00094746,"WORCESTER, MA US",1,23,1973,Spring,52,35
8422,USW00094746,"WORCESTER, MA US",1,24,1973,Spring,38,25
8423,USW00094746,"WORCESTER, MA US",1,25,1973,Spring,35,18
8424,USW00094746,"WORCESTER, MA US",1,26,1973,Spring,45,24
8425,USW00094746,"WORCESTER, MA US",1,27,1973,Spring,43,30
8426,USW00094746,"WORCESTER, MA US",1,28,1973,Spring,31,21
8427,USW00094746,"WORCESTER, MA US",1,29,1973,Spring,28,2
8428,USW00094746,"WORCESTER, MA US",1,30,1973,Spring,21,-5
8429,USW00094746,"WORCESTER, MA US",1,31,1973,Spring,19,-1
8430,USW00094746,"WORCESTER, MA US",2,1,1973,Spring,19,-2
8431,USW00094746,"WORCESTER, MA US",2,2,1973,Spring,55,17
8432,USW00094746,"WORCESTER, MA US",2,3,1973,Spring,55,29
8433,USW00094746,"WORCESTER, MA US",2,4,1973,Spring,37,27
8434,USW00094746,"WORCESTER, MA US",2,5,1973,Spring,40,27
8435,USW00094746,"WORCESTER, MA US",2,6,1973,Spring,32,18
8436,USW00094746,"WORCESTER, MA US",2,7,1973,Spring,31,22
8437,USW00094746,"WORCESTER, MA US",2,8,1973,Spring,40,28
8438,USW00094746,"WORCESTER, MA US",2,9,1973,Spring,34,8
8439,USW00094746,"WORCESTER, MA US",2,10,1973,Spring,20,3
8440,USW00094746,"WORCESTER, MA US",2,11,1973,Spring,17,6
8441,USW00094746,"WORCESTER, MA US",2,12,1973,Spring,24,4
8442,USW00094746,"WORCESTER, MA US",2,13,1973,Spring,31,12
8443,USW00094746,"WORCESTER, MA US",2,14,1973,Spring,45,20
8444,USW00094746,"WORCESTER, MA US",2,15,1973,Spring,36,27
8445,USW00094746,"WORCESTER, MA US",2,16,1973,Spring,33,6
8446,USW00094746,"WORCESTER, MA US",2,17,1973,Spring,13,-2
8447,USW00094746,"WORCESTER, MA US",2,18,1973,Spring,23,-2
8448,USW00094746,"WORCESTER, MA US",2,19,1973,Spring,36,13
8449,USW00094746,"WORCESTER, MA US",2,20,1973,Spring,46,30
8450,USW00094746,"WORCESTER, MA US",2,21,1973,Spring,45,32
8451,USW00094746,"WORCESTER, MA US",2,22,1973,Spring,38,29
8452,USW00094746,"WORCESTER, MA US",2,23,1973,Spring,36,23
8453,USW00094746,"WORCESTER, MA US",2,24,1973,Spring,33,17
8454,USW00094746,"WORCESTER, MA US",2,25,1973,Spring,32,15
8455,USW00094746,"WORCESTER, MA US",2,26,1973,Spring,35,20
8456,USW00094746,"WORCESTER, MA US",2,27,1973,Spring,20,5
8457,USW00094746,"WORCESTER, MA US",2,28,1973,Spring,38,6
8458,USW00094746,"WORCESTER, MA US",3,1,1973,Spring,47,25
8459,USW00094746,"WORCESTER, MA US",3,2,1973,Spring,59,34
8460,USW00094746,"WORCESTER, MA US",3,3,1973,Spring,34,29
8461,USW00094746,"WORCESTER, MA US",3,4,1973,Spring,48,31
8462,USW00094746,"WORCESTER, MA US",3,5,1973,Spring,50,34
8463,USW00094746,"WORCESTER, MA US",3,6,1973,Spring,42,31
8464,USW00094746,"WORCESTER, MA US",3,7,1973,Spring,37,32
8465,USW00094746,"WORCESTER, MA US",3,8,1973,Spring,56,35
8466,USW00094746,"WORCESTER, MA US",3,9,1973,Spring,56,36
8467,USW00094746,"WORCESTER, MA US",3,10,1973,Spring,46,31
8468,USW00094746,"WORCESTER, MA US",3,11,1973,Spring,47,30
8469,USW00094746,"WORCESTER, MA US",3,12,1973,Spring,64,47
8470,USW00094746,"WORCESTER, MA US",3,13,1973,Spring,55,38
8471,USW00094746,"WORCESTER, MA US",3,14,1973,Spring,50,37
8472,USW00094746,"WORCESTER, MA US",3,15,1973,Spring,49,39
8473,USW00094746,"WORCESTER, MA US",3,16,1973,Spring,63,40
8474,USW00094746,"WORCESTER, MA US",3,17,1973,Spring,62,43
8475,USW00094746,"WORCESTER, MA US",3,18,1973,Spring,45,28
8476,USW00094746,"WORCESTER, MA US",3,19,1973,Spring,44,27
8477,USW00094746,"WORCESTER, MA US",3,20,1973,Spring,35,29
8478,USW00094746,"WORCESTER, MA US",3,21,1973,Spring,35,21
8479,USW00094746,"WORCESTER, MA US",3,22,1973,Spring,31,25
8480,USW00094746,"WORCESTER, MA US",3,23,1973,Spring,53,28
8481,USW00094746,"WORCESTER, MA US",3,24,1973,Spring,62,29
8482,USW00094746,"WORCESTER, MA US",3,25,1973,Spring,63,35
8483,USW00094746,"WORCESTER, MA US",3,26,1973,Spring,46,39
8484,USW00094746,"WORCESTER, MA US",3,27,1973,Spring,47,32
8485,USW00094746,"WORCESTER, MA US",3,28,1973,Spring,48,28
8486,USW00094746,"WORCESTER, MA US",3,29,1973,Spring,50,24
8487,USW00094746,"WORCESTER, MA US",3,30,1973,Spring,52,32
8488,USW00094746,"WORCESTER, MA US",3,31,1973,Spring,47,42
8489,USW00094746,"WORCESTER, MA US",4,1,1973,Summer,49,40
8490,USW00094746,"WORCESTER, MA US",4,2,1973,Summer,44,37
8491,USW00094746,"WORCESTER, MA US",4,3,1973,Summer,43,35
8492,USW00094746,"WORCESTER, MA US",4,4,1973,Summer,45,32
8493,USW00094746,"WORCESTER, MA US",4,5,1973,Summer,44,31
8494,USW00094746,"WORCESTER, MA US",4,6,1973,Summer,50,33
8495,USW00094746,"WORCESTER, MA US",4,7,1973,Summer,59,37
8496,USW00094746,"WORCESTER, MA US",4,8,1973,Summer,47,34
8497,USW00094746,"WORCESTER, MA US",4,9,1973,Summer,53,29
8498,USW00094746,"WORCESTER, MA US",4,10,1973,Summer,43,32
8499,USW00094746,"WORCESTER, MA US",4,11,1973,Summer,34,26
8500,USW00094746,"WORCESTER, MA US",4,12,1973,Summer,40,22
8501,USW00094746,"WORCESTER, MA US",4,13,1973,Summer,41,23
8502,USW00094746,"WORCESTER, MA US",4,14,1973,Summer,51,23
8503,USW00094746,"WORCESTER, MA US",4,15,1973,Summer,62,33
8504,USW00094746,"WORCESTER, MA US",4,16,1973,Summer,72,40
8505,USW00094746,"WORCESTER, MA US",4,17,1973,Summer,64,50
8506,USW00094746,"WORCESTER, MA US",4,18,1973,Summer,72,53
8507,USW00094746,"WORCESTER, MA US",4,19,1973,Summer,75,55
8508,USW00094746,"WORCESTER, MA US",4,20,1973,Summer,58,38
8509,USW00094746,"WORCESTER, MA US",4,21,1973,Summer,67,36
8510,USW00094746,"WORCESTER, MA US",4,22,1973,Summer,84,48
8511,USW00094746,"WORCESTER, MA US",4,23,1973,Summer,76,49
8512,USW00094746,"WORCESTER, MA US",4,24,1973,Summer,65,46
8513,USW00094746,"WORCESTER, MA US",4,25,1973,Summer,63,42
8514,USW00094746,"WORCESTER, MA US",4,26,1973,Summer,52,40
8515,USW00094746,"WORCESTER, MA US",4,27,1973,Summer,41,37
8516,USW00094746,"WORCESTER, MA US",4,28,1973,Summer,62,39
8517,USW00094746,"WORCESTER, MA US",4,29,1973,Summer,45,39
8518,USW00094746,"WORCESTER, MA US",4,30,1973,Summer,62,36
8519,USW00094746,"WORCESTER, MA US",5,1,1973,Summer,69,38
8520,USW00094746,"WORCESTER, MA US",5,2,1973,Summer,75,50
8521,USW00094746,"WORCESTER, MA US",5,3,1973,Summer,74,52
8522,USW00094746,"WORCESTER, MA US",5,4,1973,Summer,58,45
8523,USW00094746,"WORCESTER, MA US",5,5,1973,Summer,49,38
8524,USW00094746,"WORCESTER, MA US",5,6,1973,Summer,54,37
8525,USW00094746,"WORCESTER, MA US",5,7,1973,Summer,62,41
8526,USW00094746,"WORCESTER, MA US",5,8,1973,Summer,63,38
8527,USW00094746,"WORCESTER, MA US",5,9,1973,Summer,55,48
8528,USW00094746,"WORCESTER, MA US",5,10,1973,Summer,75,50
8529,USW00094746,"WORCESTER, MA US",5,11,1973,Summer,67,49
8530,USW00094746,"WORCESTER, MA US",5,12,1973,Summer,66,43
8531,USW00094746,"WORCESTER, MA US",5,13,1973,Summer,61,40
8532,USW00094746,"WORCESTER, MA US",5,14,1973,Summer,64,39
8533,USW00094746,"WORCESTER, MA US",5,15,1973,Summer,55,46
8534,USW00094746,"WORCESTER, MA US",5,16,1973,Summer,62,42
8535,USW00094746,"WORCESTER, MA US",5,17,1973,Summer,64,42
8536,USW00094746,"WORCESTER, MA US",5,18,1973,Summer,52,42
8537,USW00094746,"WORCESTER, MA US",5,19,1973,Summer,60,38
8538,USW00094746,"WORCESTER, MA US",5,20,1973,Summer,65,46
8539,USW00094746,"WORCESTER, MA US",5,21,1973,Summer,56,46
