STATION,NAME,DATE,TAVG,TMAX,TMIN,TOBS
USW00094746,"WORCESTER, MA US",9/9/1990,,68,42,
USW00094746,"WORCESTER, MA US",9/10/1990,,74,56,
USW00094746,"WORCESTER, MA US",9/11/1990,,79,58,
USW00094746,"WORCESTER, MA US",9/12/1990,,74,59,
USW00094746,"WORCESTER, MA US",9/13/1990,,79,61,
USW00094746,"WORCESTER, MA US",9/14/1990,,72,60,
USW00094746,"WORCESTER, MA US",9/15/1990,,70,52,
USW00094746,"WORCESTER, MA US",9/16/1990,,62,46,
USW00094746,"WORCESTER, MA US",9/17/1990,,52,40,
USW00094746,"WORCESTER, MA US",9/18/1990,,54,34,
USW00094746,"WORCESTER, MA US",9/19/1990,,60,38,
USW00094746,"WORCESTER, MA US",9/20/1990,,62,49,
USW00094746,"WORCESTER, MA US",9/21/1990,,63,47,
USW00094746,"WORCESTER, MA US",9/22/1990,,57,47,
USW00094746,"WORCESTER, MA US",9/23/1990,,64,44,
USW00094746,"WORCESTER, MA US",9/24/1990,,54,40,
USW00094746,"WORCESTER, MA US",9/25/1990,,65,39,
USW00094746,"WORCESTER, MA US",9/26/1990,,69,49,
USW00094746,"WORCESTER, MA US",9/27/1990,,71,53,
USW00094746,"WORCESTER, MA US",9/28/1990,,74,54,
USW00094746,"WORCESTER, MA US",9/29/1990,,74,55,
USW00094746,"WORCESTER, MA US",9/30/1990,,71,53,
USW00094746,"WORCESTER, MA US",10/1/1990,,62,44,
USW00094746,"WORCESTER, MA US",10/2/1990,,58,42,
USW00094746,"WORCESTER, MA US",10/3/1990,,65,39,
USW00094746,"WORCESTER, MA US",10/4/1990,,68,48,
USW00094746,"WORCESTER, MA US",10/5/1990,,66,46,
USW00094746,"WORCESTER, MA US",10/6/1990,,79,56,
USW00094746,"WORCESTER, MA US",10/7/1990,,80,58,
USW00094746,"WORCESTER, MA US",10/8/1990,,79,53,
USW00094746,"WORCESTER, MA US",10/9/1990,,68,50,
USW00094746,"WORCESTER, MA US",10/10/1990,,66,48,
USW00094746,"WORCESTER, MA US",10/11/1990,,58,46,
USW00094746,"WORCESTER, MA US",10/12/1990,,71,57,
USW00094746,"WORCESTER, MA US",10/13/1990,,69,63,
USW00094746,"WORCESTER, MA US",10/14/1990,,75,57,
USW00094746,"WORCESTER, MA US",10/15/1990,,72,48,
USW00094746,"WORCESTER, MA US",10/16/1990,,57,39,
USW00094746,"WORCESTER, MA US",10/17/1990,,67,39,
USW00094746,"WORCESTER, MA US",10/18/1990,,70,56,
USW00094746,"WORCESTER, MA US",10/19/1990,,56,36,
USW00094746,"WORCESTER, MA US",10/20/1990,,57,34,
USW00094746,"WORCESTER, MA US",10/21/1990,,61,41,
USW00094746,"WORCESTER, MA US",10/22/1990,,63,47,
USW00094746,"WORCESTER, MA US",10/23/1990,,58,47,
USW00094746,"WORCESTER, MA US",10/24/1990,,61,41,
USW00094746,"WORCESTER, MA US",10/25/1990,,50,38,
USW00094746,"WORCESTER, MA US",10/26/1990,,43,32,
USW00094746,"WORCESTER, MA US",10/27/1990,,45,27,
USW00094746,"WORCESTER, MA US",10/28/1990,,49,30,
USW00094746,"WORCESTER, MA US",10/29/1990,,44,29,
USW00094746,"WORCESTER, MA US",10/30/1990,,54,29,
USW00094746,"WORCESTER, MA US",10/31/1990,,55,39,
USW00094746,"WORCESTER, MA US",11/1/1990,,59,37,
USW00094746,"WORCESTER, MA US",11/2/1990,,70,44,
USW00094746,"WORCESTER, MA US",11/3/1990,,72,56,
USW00094746,"WORCESTER, MA US",11/4/1990,,70,55,
USW00094746,"WORCESTER, MA US",11/5/1990,,55,39,
USW00094746,"WORCESTER, MA US",11/6/1990,,51,37,
USW00094746,"WORCESTER, MA US",11/7/1990,,44,31,
USW00094746,"WORCESTER, MA US",11/8/1990,,38,27,
USW00094746,"WORCESTER, MA US",11/9/1990,,45,23,
USW00094746,"WORCESTER, MA US",11/10/1990,,51,35,
USW00094746,"WORCESTER, MA US",11/11/1990,,39,31,
USW00094746,"WORCESTER, MA US",11/12/1990,,36,23,
USW00094746,"WORCESTER, MA US",11/13/1990,,33,19,
USW00094746,"WORCESTER, MA US",11/14/1990,,40,22,
USW00094746,"WORCESTER, MA US",11/15/1990,,63,32,
USW00094746,"WORCESTER, MA US",11/16/1990,,68,49,
USW00094746,"WORCESTER, MA US",11/17/1990,,56,33,
USW00094746,"WORCESTER, MA US",11/18/1990,,41,29,
USW00094746,"WORCESTER, MA US",11/19/1990,,39,27,
USW00094746,"WORCESTER, MA US",11/20/1990,,46,28,
USW00094746,"WORCESTER, MA US",11/21/1990,,47,31,
USW00094746,"WORCESTER, MA US",11/22/1990,,45,26,
USW00094746,"WORCESTER, MA US",11/23/1990,,45,39,
USW00094746,"WORCESTER, MA US",11/24/1990,,42,32,
USW00094746,"WORCESTER, MA US",11/25/1990,,55,30,
USW00094746,"WORCESTER, MA US",11/26/1990,,47,32,
USW00094746,"WORCESTER, MA US",11/27/1990,,52,33,
USW00094746,"WORCESTER, MA US",11/28/1990,,67,51,
USW00094746,"WORCESTER, MA US",11/29/1990,,64,30,
USW00094746,"WORCESTER, MA US",11/30/1990,,36,26,
USW00094746,"WORCESTER, MA US",12/1/1990,,48,27,
USW00094746,"WORCESTER, MA US",12/2/1990,,48,34,
USW00094746,"WORCESTER, MA US",12/3/1990,,34,26,
USW00094746,"WORCESTER, MA US",12/4/1990,,55,31,
USW00094746,"WORCESTER, MA US",12/5/1990,,31,22,
USW00094746,"WORCESTER, MA US",12/6/1990,,38,20,
USW00094746,"WORCESTER, MA US",12/7/1990,,42,29,
USW00094746,"WORCESTER, MA US",12/8/1990,,38,33,
USW00094746,"WORCESTER, MA US",12/9/1990,,42,29,
USW00094746,"WORCESTER, MA US",12/10/1990,,45,21,
USW00094746,"WORCESTER, MA US",12/11/1990,,30,16,
USW00094746,"WORCESTER, MA US",12/12/1990,,41,25,
USW00094746,"WORCESTER, MA US",12/13/1990,,53,31,
USW00094746,"WORCESTER, MA US",12/14/1990,,33,17,
USW00094746,"WORCESTER, MA US",12/15/1990,,42,17,
USW00094746,"WORCESTER, MA US",12/16/1990,,38,28,
USW00094746,"WORCESTER, MA US",12/17/1990,,42,27,
USW00094746,"WORCESTER, MA US",12/18/1990,,52,29,
USW00094746,"WORCESTER, MA US",12/19/1990,,48,30,
USW00094746,"WORCESTER, MA US",12/20/1990,,35,23,
USW00094746,"WORCESTER, MA US",12/21/1990,,51,26,
USW00094746,"WORCESTER, MA US",12/22/1990,,59,51,
USW00094746,"WORCESTER, MA US",12/23/1990,,61,49,
USW00094746,"WORCESTER, MA US",12/24/1990,,57,20,
USW00094746,"WORCESTER, MA US",12/25/1990,,27,13,
USW00094746,"WORCESTER, MA US",12/26/1990,,30,14,
USW00094746,"WORCESTER, MA US",12/27/1990,,21,9,
USW00094746,"WORCESTER, MA US",12/28/1990,,27,16,
USW00094746,"WORCESTER, MA US",12/29/1990,,40,26,
USW00094746,"WORCESTER, MA US",12/30/1990,,51,37,
USW00094746,"WORCESTER, MA US",12/31/1990,,54,15,
USW00094746,"WORCESTER, MA US",1/1/1991,,30,11,
USW00094746,"WORCESTER, MA US",1/2/1991,,44,23,
USW00094746,"WORCESTER, MA US",1/3/1991,,35,19,
USW00094746,"WORCESTER, MA US",1/4/1991,,30,17,
USW00094746,"WORCESTER, MA US",1/5/1991,,32,18,
USW00094746,"WORCESTER, MA US",1/6/1991,,37,27,
USW00094746,"WORCESTER, MA US",1/7/1991,,28,10,
USW00094746,"WORCESTER, MA US",1/8/1991,,19,3,
USW00094746,"WORCESTER, MA US",1/9/1991,,34,11,
USW00094746,"WORCESTER, MA US",1/10/1991,,32,9,
USW00094746,"WORCESTER, MA US",1/11/1991,,13,4,
USW00094746,"WORCESTER, MA US",1/12/1991,,22,13,
USW00094746,"WORCESTER, MA US",1/13/1991,,26,15,
USW00094746,"WORCESTER, MA US",1/14/1991,,27,13,
USW00094746,"WORCESTER, MA US",1/15/1991,,38,20,
USW00094746,"WORCESTER, MA US",1/16/1991,,42,29,
USW00094746,"WORCESTER, MA US",1/17/1991,,42,30,
USW00094746,"WORCESTER, MA US",1/18/1991,,34,26,
USW00094746,"WORCESTER, MA US",1/19/1991,,35,19,
USW00094746,"WORCESTER, MA US",1/20/1991,,42,32,
USW00094746,"WORCESTER, MA US",1/21/1991,,32,5,
USW00094746,"WORCESTER, MA US",1/22/1991,,12,-2,
USW00094746,"WORCESTER, MA US",1/23/1991,,28,0,
USW00094746,"WORCESTER, MA US",1/24/1991,,30,16,
USW00094746,"WORCESTER, MA US",1/25/1991,,16,5,
USW00094746,"WORCESTER, MA US",1/26/1991,,22,4,
USW00094746,"WORCESTER, MA US",1/27/1991,,32,16,
USW00094746,"WORCESTER, MA US",1/28/1991,,41,29,
USW00094746,"WORCESTER, MA US",1/29/1991,,41,27,
USW00094746,"WORCESTER, MA US",1/30/1991,,46,31,
USW00094746,"WORCESTER, MA US",1/31/1991,,38,17,
USW00094746,"WORCESTER, MA US",2/1/1991,,22,12,
USW00094746,"WORCESTER, MA US",2/2/1991,,46,14,
USW00094746,"WORCESTER, MA US",2/3/1991,,56,36,
USW00094746,"WORCESTER, MA US",2/4/1991,,61,40,
USW00094746,"WORCESTER, MA US",2/5/1991,,61,42,
USW00094746,"WORCESTER, MA US",2/6/1991,,45,33,
USW00094746,"WORCESTER, MA US",2/7/1991,,35,33,
USW00094746,"WORCESTER, MA US",2/8/1991,,41,32,
USW00094746,"WORCESTER, MA US",2/9/1991,,49,31,
USW00094746,"WORCESTER, MA US",2/10/1991,,42,25,
USW00094746,"WORCESTER, MA US",2/11/1991,,28,11,
USW00094746,"WORCESTER, MA US",2/12/1991,,21,1,
USW00094746,"WORCESTER, MA US",2/13/1991,,29,14,
USW00094746,"WORCESTER, MA US",2/14/1991,,39,26,
USW00094746,"WORCESTER, MA US",2/15/1991,,35,13,
USW00094746,"WORCESTER, MA US",2/16/1991,,13,4,
USW00094746,"WORCESTER, MA US",2/17/1991,,31,12,
USW00094746,"WORCESTER, MA US",2/18/1991,,32,19,
USW00094746,"WORCESTER, MA US",2/19/1991,,48,26,
USW00094746,"WORCESTER, MA US",2/20/1991,,53,31,
USW00094746,"WORCESTER, MA US",2/21/1991,,45,28,
USW00094746,"WORCESTER, MA US",2/22/1991,,57,28,
USW00094746,"WORCESTER, MA US",2/23/1991,,28,11,
USW00094746,"WORCESTER, MA US",2/24/1991,,33,8,
USW00094746,"WORCESTER, MA US",2/25/1991,,35,25,
USW00094746,"WORCESTER, MA US",2/26/1991,,33,23,
USW00094746,"WORCESTER, MA US",2/27/1991,,31,17,
USW00094746,"WORCESTER, MA US",2/28/1991,,36,15,
USW00094746,"WORCESTER, MA US",3/1/1991,,60,30,
USW00094746,"WORCESTER, MA US",3/2/1991,,60,44,
USW00094746,"WORCESTER, MA US",3/3/1991,,65,34,
USW00094746,"WORCESTER, MA US",3/4/1991,,39,34,
USW00094746,"WORCESTER, MA US",3/5/1991,,40,29,
USW00094746,"WORCESTER, MA US",3/6/1991,,52,29,
USW00094746,"WORCESTER, MA US",3/7/1991,,52,24,
USW00094746,"WORCESTER, MA US",3/8/1991,,33,19,
USW00094746,"WORCESTER, MA US",3/9/1991,,33,17,
USW00094746,"WORCESTER, MA US",3/10/1991,,30,17,
USW00094746,"WORCESTER, MA US",3/11/1991,,35,17,
USW00094746,"WORCESTER, MA US",3/12/1991,,37,21,
USW00094746,"WORCESTER, MA US",3/13/1991,,47,23,
USW00094746,"WORCESTER, MA US",3/14/1991,,34,28,
USW00094746,"WORCESTER, MA US",3/15/1991,,36,25,
USW00094746,"WORCESTER, MA US",3/16/1991,,45,28,
USW00094746,"WORCESTER, MA US",3/17/1991,,53,28,
USW00094746,"WORCESTER, MA US",3/18/1991,,45,32,
USW00094746,"WORCESTER, MA US",3/19/1991,,44,35,
USW00094746,"WORCESTER, MA US",3/20/1991,,47,28,
USW00094746,"WORCESTER, MA US",3/21/1991,,44,26,
USW00094746,"WORCESTER, MA US",3/22/1991,,34,30,
USW00094746,"WORCESTER, MA US",3/23/1991,,33,29,
USW00094746,"WORCESTER, MA US",3/24/1991,,37,29,
USW00094746,"WORCESTER, MA US",3/25/1991,,37,30,
USW00094746,"WORCESTER, MA US",3/26/1991,,48,33,
USW00094746,"WORCESTER, MA US",3/27/1991,,46,33,
USW00094746,"WORCESTER, MA US",3/28/1991,,72,43,
USW00094746,"WORCESTER, MA US",3/29/1991,,55,36,
USW00094746,"WORCESTER, MA US",3/30/1991,,41,28,
USW00094746,"WORCESTER, MA US",3/31/1991,,45,21,
USW00094746,"WORCESTER, MA US",4/1/1991,,42,29,
USW00094746,"WORCESTER, MA US",4/2/1991,,44,32,
USW00094746,"WORCESTER, MA US",4/3/1991,,49,30,
USW00094746,"WORCESTER, MA US",4/4/1991,,65,33,
USW00094746,"WORCESTER, MA US",4/5/1991,,68,45,
USW00094746,"WORCESTER, MA US",4/6/1991,,72,46,
USW00094746,"WORCESTER, MA US",4/7/1991,,82,54,
USW00094746,"WORCESTER, MA US",4/8/1991,,82,49,
USW00094746,"WORCESTER, MA US",4/9/1991,,77,42,
USW00094746,"WORCESTER, MA US",4/10/1991,,53,39,
USW00094746,"WORCESTER, MA US",4/11/1991,,46,34,
USW00094746,"WORCESTER, MA US",4/12/1991,,47,30,
USW00094746,"WORCESTER, MA US",4/13/1991,,51,31,
USW00094746,"WORCESTER, MA US",4/14/1991,,54,32,
USW00094746,"WORCESTER, MA US",4/15/1991,,43,37,
USW00094746,"WORCESTER, MA US",4/16/1991,,65,40,
USW00094746,"WORCESTER, MA US",4/17/1991,,56,36,
USW00094746,"WORCESTER, MA US",4/18/1991,,42,33,
USW00094746,"WORCESTER, MA US",4/19/1991,,56,32,
USW00094746,"WORCESTER, MA US",4/20/1991,,53,34,
USW00094746,"WORCESTER, MA US",4/21/1991,,42,35,
USW00094746,"WORCESTER, MA US",4/22/1991,,45,39,
USW00094746,"WORCESTER, MA US",4/23/1991,,62,40,
USW00094746,"WORCESTER, MA US",4/24/1991,,63,40,
USW00094746,"WORCESTER, MA US",4/25/1991,,66,48,
USW00094746,"WORCESTER, MA US",4/26/1991,,70,48,
USW00094746,"WORCESTER, MA US",4/27/1991,,74,45,
USW00094746,"WORCESTER, MA US",4/28/1991,,59,40,
USW00094746,"WORCESTER, MA US",4/29/1991,,58,39,
USW00094746,"WORCESTER, MA US",4/30/1991,,50,43,
USW00094746,"WORCESTER, MA US",5/1/1991,,71,41,
USW00094746,"WORCESTER, MA US",5/2/1991,,61,42,
USW00094746,"WORCESTER, MA US",5/3/1991,,55,39,
USW00094746,"WORCESTER, MA US",5/4/1991,,65,41,
USW00094746,"WORCESTER, MA US",5/5/1991,,68,41,
USW00094746,"WORCESTER, MA US",5/6/1991,,60,45,
USW00094746,"WORCESTER, MA US",5/7/1991,,59,43,
USW00094746,"WORCESTER, MA US",5/8/1991,,62,42,
USW00094746,"WORCESTER, MA US",5/9/1991,,60,43,
USW00094746,"WORCESTER, MA US",5/10/1991,,66,47,
USW00094746,"WORCESTER, MA US",5/11/1991,,73,49,
USW00094746,"WORCESTER, MA US",5/12/1991,,83,54,
USW00094746,"WORCESTER, MA US",5/13/1991,,80,57,
USW00094746,"WORCESTER, MA US",5/14/1991,,78,50,
USW00094746,"WORCESTER, MA US",5/15/1991,,76,50,
USW00094746,"WORCESTER, MA US",5/16/1991,,84,55,
USW00094746,"WORCESTER, MA US",5/17/1991,,81,50,
USW00094746,"WORCESTER, MA US",5/18/1991,,62,39,
USW00094746,"WORCESTER, MA US",5/19/1991,,65,41,
USW00094746,"WORCESTER, MA US",5/20/1991,,72,43,
USW00094746,"WORCESTER, MA US",5/21/1991,,79,45,
USW00094746,"WORCESTER, MA US",5/22/1991,,80,61,
USW00094746,"WORCESTER, MA US",5/23/1991,,72,53,
USW00094746,"WORCESTER, MA US",5/24/1991,,83,51,
USW00094746,"WORCESTER, MA US",5/25/1991,,82,64,
USW00094746,"WORCESTER, MA US",5/26/1991,,73,56,
USW00094746,"WORCESTER, MA US",5/27/1991,,85,55,
USW00094746,"WORCESTER, MA US",5/28/1991,,82,63,
USW00094746,"WORCESTER, MA US",5/29/1991,,81,63,
USW00094746,"WORCESTER, MA US",5/30/1991,,78,61,
USW00094746,"WORCESTER, MA US",5/31/1991,,77,56,
USW00094746,"WORCESTER, MA US",6/1/1991,,76,54,
USW00094746,"WORCESTER, MA US",6/2/1991,,75,56,
USW00094746,"WORCESTER, MA US",6/3/1991,,77,55,
USW00094746,"WORCESTER, MA US",6/4/1991,,55,46,
USW00094746,"WORCESTER, MA US",6/5/1991,,55,46,
USW00094746,"WORCESTER, MA US",6/6/1991,,69,44,
USW00094746,"WORCESTER, MA US",6/7/1991,,77,53,
USW00094746,"WORCESTER, MA US",6/8/1991,,80,60,
USW00094746,"WORCESTER, MA US",6/9/1991,,74,54,
USW00094746,"WORCESTER, MA US",6/10/1991,,82,53,
USW00094746,"WORCESTER, MA US",6/11/1991,,81,62,
USW00094746,"WORCESTER, MA US",6/12/1991,,78,51,
USW00094746,"WORCESTER, MA US",6/13/1991,,67,45,
USW00094746,"WORCESTER, MA US",6/14/1991,,74,47,
USW00094746,"WORCESTER, MA US",6/15/1991,,85,56,
USW00094746,"WORCESTER, MA US",6/16/1991,,73,55,
USW00094746,"WORCESTER, MA US",6/17/1991,,59,53,
USW00094746,"WORCESTER, MA US",6/18/1991,,71,53,
USW00094746,"WORCESTER, MA US",6/19/1991,,63,52,
USW00094746,"WORCESTER, MA US",6/20/1991,,87,60,
USW00094746,"WORCESTER, MA US",6/21/1991,,82,62,
USW00094746,"WORCESTER, MA US",6/22/1991,,71,56,
USW00094746,"WORCESTER, MA US",6/23/1991,,70,53,
USW00094746,"WORCESTER, MA US",6/24/1991,,76,55,
USW00094746,"WORCESTER, MA US",6/25/1991,,79,56,
USW00094746,"WORCESTER, MA US",6/26/1991,,82,58,
USW00094746,"WORCESTER, MA US",6/27/1991,,86,58,
USW00094746,"WORCESTER, MA US",6/28/1991,,89,67,
USW00094746,"WORCESTER, MA US",6/29/1991,,87,65,
USW00094746,"WORCESTER, MA US",6/30/1991,,65,52,
USW00094746,"WORCESTER, MA US",7/1/1991,,72,52,
USW00094746,"WORCESTER, MA US",7/2/1991,,72,55,
USW00094746,"WORCESTER, MA US",7/3/1991,,72,58,
USW00094746,"WORCESTER, MA US",7/4/1991,,73,55,
USW00094746,"WORCESTER, MA US",7/5/1991,,61,56,
USW00094746,"WORCESTER, MA US",7/6/1991,,72,58,
USW00094746,"WORCESTER, MA US",7/7/1991,,68,62,
USW00094746,"WORCESTER, MA US",7/8/1991,,87,65,
USW00094746,"WORCESTER, MA US",7/9/1991,,76,58,
USW00094746,"WORCESTER, MA US",7/10/1991,,78,55,
USW00094746,"WORCESTER, MA US",7/11/1991,,76,57,
USW00094746,"WORCESTER, MA US",7/12/1991,,80,56,
USW00094746,"WORCESTER, MA US",7/13/1991,,66,59,
USW00094746,"WORCESTER, MA US",7/14/1991,,75,59,
USW00094746,"WORCESTER, MA US",7/15/1991,,82,58,
USW00094746,"WORCESTER, MA US",7/16/1991,,83,62,
USW00094746,"WORCESTER, MA US",7/17/1991,,89,62,
USW00094746,"WORCESTER, MA US",7/18/1991,,92,68,
USW00094746,"WORCESTER, MA US",7/19/1991,,95,72,
USW00094746,"WORCESTER, MA US",7/20/1991,,95,68,
USW00094746,"WORCESTER, MA US",7/21/1991,,94,73,
USW00094746,"WORCESTER, MA US",7/22/1991,,85,67,
USW00094746,"WORCESTER, MA US",7/23/1991,,90,67,
USW00094746,"WORCESTER, MA US",7/24/1991,,84,63,
USW00094746,"WORCESTER, MA US",7/25/1991,,75,63,
USW00094746,"WORCESTER, MA US",7/26/1991,,75,63,
USW00094746,"WORCESTER, MA US",7/27/1991,,78,63,
USW00094746,"WORCESTER, MA US",7/28/1991,,77,59,
USW00094746,"WORCESTER, MA US",7/29/1991,,72,62,
USW00094746,"WORCESTER, MA US",7/30/1991,,72,60,
USW00094746,"WORCESTER, MA US",7/31/1991,,78,58,
USW00094746,"WORCESTER, MA US",8/1/1991,,85,58,
USW00094746,"WORCESTER, MA US",8/2/1991,,85,63,
USW00094746,"WORCESTER, MA US",8/3/1991,,68,59,
USW00094746,"WORCESTER, MA US",8/4/1991,,72,59,
USW00094746,"WORCESTER, MA US",8/5/1991,,77,58,
USW00094746,"WORCESTER, MA US",8/6/1991,,74,54,
USW00094746,"WORCESTER, MA US",8/7/1991,,78,56,
USW00094746,"WORCESTER, MA US",8/8/1991,,83,61,
USW00094746,"WORCESTER, MA US",8/9/1991,,71,60,
USW00094746,"WORCESTER, MA US",8/10/1991,,74,61,
USW00094746,"WORCESTER, MA US",8/11/1991,,75,58,
USW00094746,"WORCESTER, MA US",8/12/1991,,78,58,
USW00094746,"WORCESTER, MA US",8/13/1991,,84,62,
USW00094746,"WORCESTER, MA US",8/14/1991,,84,67,
USW00094746,"WORCESTER, MA US",8/15/1991,,77,64,
USW00094746,"WORCESTER, MA US",8/16/1991,,83,63,
USW00094746,"WORCESTER, MA US",8/17/1991,,87,64,
USW00094746,"WORCESTER, MA US",8/18/1991,,86,66,
USW00094746,"WORCESTER, MA US",8/19/1991,,72,61,
USW00094746,"WORCESTER, MA US",8/20/1991,,67,57,
USW00094746,"WORCESTER, MA US",8/21/1991,,63,54,
USW00094746,"WORCESTER, MA US",8/22/1991,,77,62,
USW00094746,"WORCESTER, MA US",8/23/1991,,81,62,
USW00094746,"WORCESTER, MA US",8/24/1991,,74,57,
USW00094746,"WORCESTER, MA US",8/25/1991,,70,52,
USW00094746,"WORCESTER, MA US",8/26/1991,,77,51,
USW00094746,"WORCESTER, MA US",8/27/1991,,84,61,
USW00094746,"WORCESTER, MA US",8/28/1991,,86,66,
USW00094746,"WORCESTER, MA US",8/29/1991,,83,65,
USW00094746,"WORCESTER, MA US",8/30/1991,,88,64,
USW00094746,"WORCESTER, MA US",8/31/1991,,80,53,
USW00094746,"WORCESTER, MA US",9/1/1991,,65,46,
USW00094746,"WORCESTER, MA US",9/2/1991,,69,46,
USW00094746,"WORCESTER, MA US",9/3/1991,,73,49,
USW00094746,"WORCESTER, MA US",9/4/1991,,78,58,
USW00094746,"WORCESTER, MA US",9/5/1991,,66,55,
USW00094746,"WORCESTER, MA US",9/6/1991,,70,53,
USW00094746,"WORCESTER, MA US",9/7/1991,,77,55,
USW00094746,"WORCESTER, MA US",9/8/1991,,77,60,
USW00094746,"WORCESTER, MA US",9/9/1991,,75,60,
USW00094746,"WORCESTER, MA US",9/10/1991,,79,60,
USW00094746,"WORCESTER, MA US",9/11/1991,,70,49,
USW00094746,"WORCESTER, MA US",9/12/1991,,68,44,
USW00094746,"WORCESTER, MA US",9/13/1991,,70,45,
USW00094746,"WORCESTER, MA US",9/14/1991,,58,51,
USW00094746,"WORCESTER, MA US",9/15/1991,,67,55,
USW00094746,"WORCESTER, MA US",9/16/1991,,86,67,
USW00094746,"WORCESTER, MA US",9/17/1991,,82,66,
USW00094746,"WORCESTER, MA US",9/18/1991,,76,59,
USW00094746,"WORCESTER, MA US",9/19/1991,,74,50,
USW00094746,"WORCESTER, MA US",9/20/1991,,58,45,
USW00094746,"WORCESTER, MA US",9/21/1991,,58,40,
USW00094746,"WORCESTER, MA US",9/22/1991,,63,39,
USW00094746,"WORCESTER, MA US",9/23/1991,,62,49,
USW00094746,"WORCESTER, MA US",9/24/1991,,65,48,
USW00094746,"WORCESTER, MA US",9/25/1991,,58,50,
USW00094746,"WORCESTER, MA US",9/26/1991,,61,46,
USW00094746,"WORCESTER, MA US",9/27/1991,,56,38,
USW00094746,"WORCESTER, MA US",9/28/1991,,53,34,
USW00094746,"WORCESTER, MA US",9/29/1991,,63,36,
USW00094746,"WORCESTER, MA US",9/30/1991,,56,32,
USW00094746,"WORCESTER, MA US",10/1/1991,,65,40,
USW00094746,"WORCESTER, MA US",10/2/1991,,74,59,
USW00094746,"WORCESTER, MA US",10/3/1991,,70,57,
USW00094746,"WORCESTER, MA US",10/4/1991,,74,54,
USW00094746,"WORCESTER, MA US",10/5/1991,,68,54,
USW00094746,"WORCESTER, MA US",10/6/1991,,67,45,
USW00094746,"WORCESTER, MA US",10/7/1991,,51,35,
USW00094746,"WORCESTER, MA US",10/8/1991,,57,33,
USW00094746,"WORCESTER, MA US",10/9/1991,,64,39,
USW00094746,"WORCESTER, MA US",10/10/1991,,64,50,
USW00094746,"WORCESTER, MA US",10/11/1991,,59,45,
USW00094746,"WORCESTER, MA US",10/12/1991,,52,40,
USW00094746,"WORCESTER, MA US",10/13/1991,,53,36,
USW00094746,"WORCESTER, MA US",10/14/1991,,52,29,
USW00094746,"WORCESTER, MA US",10/15/1991,,58,37,
USW00094746,"WORCESTER, MA US",10/16/1991,,62,44,
USW00094746,"WORCESTER, MA US",10/17/1991,,55,39,
USW00094746,"WORCESTER, MA US",10/18/1991,,70,46,
USW00094746,"WORCESTER, MA US",10/19/1991,,74,41,
USW00094746,"WORCESTER, MA US",10/20/1991,,46,33,
USW00094746,"WORCESTER, MA US",10/21/1991,,51,28,
USW00094746,"WORCESTER, MA US",10/22/1991,,65,39,
USW00094746,"WORCESTER, MA US",10/23/1991,,69,46,
USW00094746,"WORCESTER, MA US",10/24/1991,,66,47,
USW00094746,"WORCESTER, MA US",10/25/1991,,67,51,
USW00094746,"WORCESTER, MA US",10/26/1991,,67,57,
USW00094746,"WORCESTER, MA US",10/27/1991,,69,54,
USW00094746,"WORCESTER, MA US",10/28/1991,,59,33,
USW00094746,"WORCESTER, MA US",10/29/1991,,49,27,
USW00094746,"WORCESTER, MA US",10/30/1991,,56,38,
USW00094746,"WORCESTER, MA US",10/31/1991,,48,40,
USW00094746,"WORCESTER, MA US",11/1/1991,,49,45,
USW00094746,"WORCESTER, MA US",11/2/1991,,57,45,
USW00094746,"WORCESTER, MA US",11/3/1991,,57,41,
USW00094746,"WORCESTER, MA US",11/4/1991,,43,32,
USW00094746,"WORCESTER, MA US",11/5/1991,,41,30,
USW00094746,"WORCESTER, MA US",11/6/1991,,47,27,
USW00094746,"WORCESTER, MA US",11/7/1991,,50,32,
USW00094746,"WORCESTER, MA US",11/8/1991,,39,30,
USW00094746,"WORCESTER, MA US",11/9/1991,,37,25,
USW00094746,"WORCESTER, MA US",11/10/1991,,35,27,
USW00094746,"WORCESTER, MA US",11/11/1991,,34,32,
USW00094746,"WORCESTER, MA US",11/12/1991,,35,30,
USW00094746,"WORCESTER, MA US",11/13/1991,,38,30,
USW00094746,"WORCESTER, MA US",11/14/1991,,49,34,
USW00094746,"WORCESTER, MA US",11/15/1991,,49,32,
USW00094746,"WORCESTER, MA US",11/16/1991,,53,28,
USW00094746,"WORCESTER, MA US",11/17/1991,,39,23,
USW00094746,"WORCESTER, MA US",11/18/1991,,50,28,
USW00094746,"WORCESTER, MA US",11/19/1991,,66,42,
USW00094746,"WORCESTER, MA US",11/20/1991,,70,48,
USW00094746,"WORCESTER, MA US",11/21/1991,,61,53,
USW00094746,"WORCESTER, MA US",11/22/1991,,53,43,
USW00094746,"WORCESTER, MA US",11/23/1991,,48,40,
USW00094746,"WORCESTER, MA US",11/24/1991,,43,33,
USW00094746,"WORCESTER, MA US",11/25/1991,,38,28,
USW00094746,"WORCESTER, MA US",11/26/1991,,36,22,
USW00094746,"WORCESTER, MA US",11/27/1991,,36,17,
USW00094746,"WORCESTER, MA US",11/28/1991,,47,30,
USW00094746,"WORCESTER, MA US",11/29/1991,,50,39,
USW00094746,"WORCESTER, MA US",11/30/1991,,61,35,
USW00094746,"WORCESTER, MA US",12/1/1991,,61,43,
USW00094746,"WORCESTER, MA US",12/2/1991,,45,26,
