STATION,NAME,DATE,TAVG,TMAX,TMIN,TOBS
USW00094746,"WORCESTER, MA US",7/9/1969,,77,55,
USW00094746,"WORCESTER, MA US",7/10/1969,,77,56,
USW00094746,"WORCESTER, MA US",7/11/1969,,77,61,
USW00094746,"WORCESTER, MA US",7/12/1969,,72,61,
USW00094746,"WORCESTER, MA US",7/13/1969,,65,61,
USW00094746,"WORCESTER, MA US",7/14/1969,,76,60,
USW00094746,"WORCESTER, MA US",7/15/1969,,84,62,
USW00094746,"WORCESTER, MA US",7/16/1969,,91,68,
USW00094746,"WORCESTER, MA US",7/17/1969,,91,67,
USW00094746,"WORCESTER, MA US",7/18/1969,,85,71,
USW00094746,"WORCESTER, MA US",7/19/1969,,77,67,
USW00094746,"WORCESTER, MA US",7/20/1969,,75,62,
USW00094746,"WORCESTER, MA US",7/21/1969,,68,59,
USW00094746,"WORCESTER, MA US",7/22/1969,,75,58,
USW00094746,"WORCESTER, MA US",7/23/1969,,71,58,
USW00094746,"WORCESTER, MA US",7/24/1969,,70,55,
USW00094746,"WORCESTER, MA US",7/25/1969,,71,55,
USW00094746,"WORCESTER, MA US",7/26/1969,,67,57,
USW00094746,"WORCESTER, MA US",7/27/1969,,68,58,
USW00094746,"WORCESTER, MA US",7/28/1969,,77,68,
USW00094746,"WORCESTER, MA US",7/29/1969,,78,70,
USW00094746,"WORCESTER, MA US",7/30/1969,,82,67,
USW00094746,"WORCESTER, MA US",7/31/1969,,82,64,
USW00094746,"WORCESTER, MA US",8/1/1969,,83,64,
USW00094746,"WORCESTER, MA US",8/2/1969,,83,65,
USW00094746,"WORCESTER, MA US",8/3/1969,,84,69,
USW00094746,"WORCESTER, MA US",8/4/1969,,73,65,
USW00094746,"WORCESTER, MA US",8/5/1969,,77,66,
USW00094746,"WORCESTER, MA US",8/6/1969,,80,63,
USW00094746,"WORCESTER, MA US",8/7/1969,,83,61,
USW00094746,"WORCESTER, MA US",8/8/1969,,84,65,
USW00094746,"WORCESTER, MA US",8/9/1969,,81,61,
USW00094746,"WORCESTER, MA US",8/10/1969,,72,61,
USW00094746,"WORCESTER, MA US",8/11/1969,,76,58,
USW00094746,"WORCESTER, MA US",8/12/1969,,78,61,
USW00094746,"WORCESTER, MA US",8/13/1969,,81,60,
USW00094746,"WORCESTER, MA US",8/14/1969,,84,62,
USW00094746,"WORCESTER, MA US",8/15/1969,,82,65,
USW00094746,"WORCESTER, MA US",8/16/1969,,83,70,
USW00094746,"WORCESTER, MA US",8/17/1969,,84,70,
USW00094746,"WORCESTER, MA US",8/18/1969,,83,68,
USW00094746,"WORCESTER, MA US",8/19/1969,,81,63,
USW00094746,"WORCESTER, MA US",8/20/1969,,72,54,
USW00094746,"WORCESTER, MA US",8/21/1969,,71,54,
USW00094746,"WORCESTER, MA US",8/22/1969,,74,49,
USW00094746,"WORCESTER, MA US",8/23/1969,,80,58,
USW00094746,"WORCESTER, MA US",8/24/1969,,86,62,
USW00094746,"WORCESTER, MA US",8/25/1969,,86,62,
USW00094746,"WORCESTER, MA US",8/26/1969,,73,52,
USW00094746,"WORCESTER, MA US",8/27/1969,,70,48,
USW00094746,"WORCESTER, MA US",8/28/1969,,78,53,
USW00094746,"WORCESTER, MA US",8/29/1969,,83,59,
USW00094746,"WORCESTER, MA US",8/30/1969,,81,64,
USW00094746,"WORCESTER, MA US",8/31/1969,,86,63,
USW00094746,"WORCESTER, MA US",9/1/1969,,88,71,
USW00094746,"WORCESTER, MA US",9/2/1969,,84,63,
USW00094746,"WORCESTER, MA US",9/3/1969,,66,60,
USW00094746,"WORCESTER, MA US",9/4/1969,,73,60,
USW00094746,"WORCESTER, MA US",9/5/1969,,70,60,
USW00094746,"WORCESTER, MA US",9/6/1969,,76,59,
USW00094746,"WORCESTER, MA US",9/7/1969,,80,54,
USW00094746,"WORCESTER, MA US",9/8/1969,,56,53,
USW00094746,"WORCESTER, MA US",9/9/1969,,64,53,
USW00094746,"WORCESTER, MA US",9/10/1969,,65,49,
USW00094746,"WORCESTER, MA US",9/11/1969,,67,46,
USW00094746,"WORCESTER, MA US",9/12/1969,,73,51,
USW00094746,"WORCESTER, MA US",9/13/1969,,78,56,
USW00094746,"WORCESTER, MA US",9/14/1969,,74,56,
USW00094746,"WORCESTER, MA US",9/15/1969,,79,56,
USW00094746,"WORCESTER, MA US",9/16/1969,,80,60,
USW00094746,"WORCESTER, MA US",9/17/1969,,81,55,
USW00094746,"WORCESTER, MA US",9/18/1969,,59,47,
USW00094746,"WORCESTER, MA US",9/19/1969,,58,43,
USW00094746,"WORCESTER, MA US",9/20/1969,,60,42,
USW00094746,"WORCESTER, MA US",9/21/1969,,63,40,
USW00094746,"WORCESTER, MA US",9/22/1969,,69,45,
USW00094746,"WORCESTER, MA US",9/23/1969,,70,48,
USW00094746,"WORCESTER, MA US",9/24/1969,,74,48,
USW00094746,"WORCESTER, MA US",9/25/1969,,67,56,
USW00094746,"WORCESTER, MA US",9/26/1969,,56,51,
USW00094746,"WORCESTER, MA US",9/27/1969,,70,50,
USW00094746,"WORCESTER, MA US",9/28/1969,,63,47,
USW00094746,"WORCESTER, MA US",9/29/1969,,58,42,
USW00094746,"WORCESTER, MA US",9/30/1969,,64,43,
USW00094746,"WORCESTER, MA US",10/1/1969,,66,50,
USW00094746,"WORCESTER, MA US",10/2/1969,,64,51,
USW00094746,"WORCESTER, MA US",10/3/1969,,68,53,
USW00094746,"WORCESTER, MA US",10/4/1969,,60,45,
USW00094746,"WORCESTER, MA US",10/5/1969,,59,37,
USW00094746,"WORCESTER, MA US",10/6/1969,,72,46,
USW00094746,"WORCESTER, MA US",10/7/1969,,68,46,
USW00094746,"WORCESTER, MA US",10/8/1969,,65,54,
USW00094746,"WORCESTER, MA US",10/9/1969,,63,46,
USW00094746,"WORCESTER, MA US",10/10/1969,,68,46,
USW00094746,"WORCESTER, MA US",10/11/1969,,61,49,
USW00094746,"WORCESTER, MA US",10/12/1969,,76,55,
USW00094746,"WORCESTER, MA US",10/13/1969,,65,53,
USW00094746,"WORCESTER, MA US",10/14/1969,,69,41,
USW00094746,"WORCESTER, MA US",10/15/1969,,55,37,
USW00094746,"WORCESTER, MA US",10/16/1969,,59,39,
USW00094746,"WORCESTER, MA US",10/17/1969,,57,40,
USW00094746,"WORCESTER, MA US",10/18/1969,,53,36,
USW00094746,"WORCESTER, MA US",10/19/1969,,60,40,
USW00094746,"WORCESTER, MA US",10/20/1969,,74,50,
USW00094746,"WORCESTER, MA US",10/21/1969,,56,43,
USW00094746,"WORCESTER, MA US",10/22/1969,,45,26,
USW00094746,"WORCESTER, MA US",10/23/1969,,33,22,
USW00094746,"WORCESTER, MA US",10/24/1969,,45,20,
USW00094746,"WORCESTER, MA US",10/25/1969,,51,35,
USW00094746,"WORCESTER, MA US",10/26/1969,,61,39,
USW00094746,"WORCESTER, MA US",10/27/1969,,54,35,
USW00094746,"WORCESTER, MA US",10/28/1969,,45,29,
USW00094746,"WORCESTER, MA US",10/29/1969,,51,28,
USW00094746,"WORCESTER, MA US",10/30/1969,,52,34,
USW00094746,"WORCESTER, MA US",10/31/1969,,50,31,
USW00094746,"WORCESTER, MA US",11/1/1969,,49,38,
USW00094746,"WORCESTER, MA US",11/2/1969,,51,38,
USW00094746,"WORCESTER, MA US",11/3/1969,,60,51,
USW00094746,"WORCESTER, MA US",11/4/1969,,58,49,
USW00094746,"WORCESTER, MA US",11/5/1969,,49,35,
USW00094746,"WORCESTER, MA US",11/6/1969,,43,35,
USW00094746,"WORCESTER, MA US",11/7/1969,,51,41,
USW00094746,"WORCESTER, MA US",11/8/1969,,56,45,
USW00094746,"WORCESTER, MA US",11/9/1969,,51,39,
USW00094746,"WORCESTER, MA US",11/10/1969,,43,37,
USW00094746,"WORCESTER, MA US",11/11/1969,,47,41,
USW00094746,"WORCESTER, MA US",11/12/1969,,50,41,
USW00094746,"WORCESTER, MA US",11/13/1969,,47,36,
USW00094746,"WORCESTER, MA US",11/14/1969,,48,36,
USW00094746,"WORCESTER, MA US",11/15/1969,,49,27,
USW00094746,"WORCESTER, MA US",11/16/1969,,35,21,
USW00094746,"WORCESTER, MA US",11/17/1969,,41,25,
USW00094746,"WORCESTER, MA US",11/18/1969,,50,32,
USW00094746,"WORCESTER, MA US",11/19/1969,,50,44,
USW00094746,"WORCESTER, MA US",11/20/1969,,52,26,
USW00094746,"WORCESTER, MA US",11/21/1969,,30,15,
USW00094746,"WORCESTER, MA US",11/22/1969,,30,12,
USW00094746,"WORCESTER, MA US",11/23/1969,,52,30,
USW00094746,"WORCESTER, MA US",11/24/1969,,41,24,
USW00094746,"WORCESTER, MA US",11/25/1969,,39,21,
USW00094746,"WORCESTER, MA US",11/26/1969,,45,28,
USW00094746,"WORCESTER, MA US",11/27/1969,,36,25,
USW00094746,"WORCESTER, MA US",11/28/1969,,40,24,
USW00094746,"WORCESTER, MA US",11/29/1969,,43,29,
USW00094746,"WORCESTER, MA US",11/30/1969,,35,26,
USW00094746,"WORCESTER, MA US",12/1/1969,,30,25,
USW00094746,"WORCESTER, MA US",12/2/1969,,27,16,
USW00094746,"WORCESTER, MA US",12/3/1969,,38,20,
USW00094746,"WORCESTER, MA US",12/4/1969,,26,15,
USW00094746,"WORCESTER, MA US",12/5/1969,,29,17,
USW00094746,"WORCESTER, MA US",12/6/1969,,30,14,
USW00094746,"WORCESTER, MA US",12/7/1969,,38,19,
USW00094746,"WORCESTER, MA US",12/8/1969,,39,28,
USW00094746,"WORCESTER, MA US",12/9/1969,,43,35,
USW00094746,"WORCESTER, MA US",12/10/1969,,40,36,
USW00094746,"WORCESTER, MA US",12/11/1969,,58,37,
USW00094746,"WORCESTER, MA US",12/12/1969,,43,33,
USW00094746,"WORCESTER, MA US",12/13/1969,,37,25,
USW00094746,"WORCESTER, MA US",12/14/1969,,32,24,
USW00094746,"WORCESTER, MA US",12/15/1969,,30,20,
USW00094746,"WORCESTER, MA US",12/16/1969,,24,14,
USW00094746,"WORCESTER, MA US",12/17/1969,,25,12,
USW00094746,"WORCESTER, MA US",12/18/1969,,29,12,
USW00094746,"WORCESTER, MA US",12/19/1969,,30,20,
USW00094746,"WORCESTER, MA US",12/20/1969,,26,16,
USW00094746,"WORCESTER, MA US",12/21/1969,,30,12,
USW00094746,"WORCESTER, MA US",12/22/1969,,32,26,
USW00094746,"WORCESTER, MA US",12/23/1969,,26,10,
USW00094746,"WORCESTER, MA US",12/24/1969,,18,4,
USW00094746,"WORCESTER, MA US",12/25/1969,,18,3,
USW00094746,"WORCESTER, MA US",12/26/1969,,31,14,
USW00094746,"WORCESTER, MA US",12/27/1969,,34,19,
USW00094746,"WORCESTER, MA US",12/28/1969,,25,19,
USW00094746,"WORCESTER, MA US",12/29/1969,,29,14,
USW00094746,"WORCESTER, MA US",12/30/1969,,30,24,
USW00094746,"WORCESTER, MA US",12/31/1969,,29,10,
USW00094746,"WORCESTER, MA US",1/1/1970,,19,6,
USW00094746,"WORCESTER, MA US",1/2/1970,,19,7,
USW00094746,"WORCESTER, MA US",1/3/1970,,22,8,
USW00094746,"WORCESTER, MA US",1/4/1970,,19,10,
USW00094746,"WORCESTER, MA US",1/5/1970,,22,7,
USW00094746,"WORCESTER, MA US",1/6/1970,,23,13,
USW00094746,"WORCESTER, MA US",1/7/1970,,19,8,
USW00094746,"WORCESTER, MA US",1/8/1970,,17,3,
USW00094746,"WORCESTER, MA US",1/9/1970,,12,-2,
USW00094746,"WORCESTER, MA US",1/10/1970,,17,3,
USW00094746,"WORCESTER, MA US",1/11/1970,,21,5,
USW00094746,"WORCESTER, MA US",1/12/1970,,17,7,
USW00094746,"WORCESTER, MA US",1/13/1970,,22,10,
USW00094746,"WORCESTER, MA US",1/14/1970,,12,2,
USW00094746,"WORCESTER, MA US",1/15/1970,,18,-1,
USW00094746,"WORCESTER, MA US",1/16/1970,,30,8,
USW00094746,"WORCESTER, MA US",1/17/1970,,38,27,
USW00094746,"WORCESTER, MA US",1/18/1970,,33,8,
USW00094746,"WORCESTER, MA US",1/19/1970,,14,-2,
USW00094746,"WORCESTER, MA US",1/20/1970,,17,-2,
USW00094746,"WORCESTER, MA US",1/21/1970,,10,-6,
USW00094746,"WORCESTER, MA US",1/22/1970,,13,-9,
USW00094746,"WORCESTER, MA US",1/23/1970,,19,-2,
USW00094746,"WORCESTER, MA US",1/24/1970,,17,3,
USW00094746,"WORCESTER, MA US",1/25/1970,,24,7,
USW00094746,"WORCESTER, MA US",1/26/1970,,29,18,
USW00094746,"WORCESTER, MA US",1/27/1970,,30,18,
USW00094746,"WORCESTER, MA US",1/28/1970,,38,17,
USW00094746,"WORCESTER, MA US",1/29/1970,,44,34,
USW00094746,"WORCESTER, MA US",1/30/1970,,38,14,
USW00094746,"WORCESTER, MA US",1/31/1970,,25,6,
USW00094746,"WORCESTER, MA US",2/1/1970,,39,24,
USW00094746,"WORCESTER, MA US",2/2/1970,,48,30,
USW00094746,"WORCESTER, MA US",2/3/1970,,53,30,
USW00094746,"WORCESTER, MA US",2/4/1970,,30,-3,
USW00094746,"WORCESTER, MA US",2/5/1970,,22,-3,
USW00094746,"WORCESTER, MA US",2/6/1970,,32,19,
USW00094746,"WORCESTER, MA US",2/7/1970,,36,23,
USW00094746,"WORCESTER, MA US",2/8/1970,,40,25,
USW00094746,"WORCESTER, MA US",2/9/1970,,40,28,
USW00094746,"WORCESTER, MA US",2/10/1970,,43,29,
USW00094746,"WORCESTER, MA US",2/11/1970,,41,18,
USW00094746,"WORCESTER, MA US",2/12/1970,,27,15,
USW00094746,"WORCESTER, MA US",2/13/1970,,22,6,
USW00094746,"WORCESTER, MA US",2/14/1970,,19,-3,
USW00094746,"WORCESTER, MA US",2/15/1970,,24,12,
USW00094746,"WORCESTER, MA US",2/16/1970,,28,14,
USW00094746,"WORCESTER, MA US",2/17/1970,,34,15,
USW00094746,"WORCESTER, MA US",2/18/1970,,40,21,
USW00094746,"WORCESTER, MA US",2/19/1970,,39,17,
USW00094746,"WORCESTER, MA US",2/20/1970,,27,8,
USW00094746,"WORCESTER, MA US",2/21/1970,,25,10,
USW00094746,"WORCESTER, MA US",2/22/1970,,45,17,
USW00094746,"WORCESTER, MA US",2/23/1970,,36,10,
USW00094746,"WORCESTER, MA US",2/24/1970,,39,10,
USW00094746,"WORCESTER, MA US",2/25/1970,,47,9,
USW00094746,"WORCESTER, MA US",2/26/1970,,17,-3,
USW00094746,"WORCESTER, MA US",2/27/1970,,27,7,
USW00094746,"WORCESTER, MA US",2/28/1970,,30,17,
USW00094746,"WORCESTER, MA US",3/1/1970,,34,15,
USW00094746,"WORCESTER, MA US",3/2/1970,,31,22,
USW00094746,"WORCESTER, MA US",3/3/1970,,37,21,
USW00094746,"WORCESTER, MA US",3/4/1970,,36,19,
USW00094746,"WORCESTER, MA US",3/5/1970,,34,27,
USW00094746,"WORCESTER, MA US",3/6/1970,,36,24,
USW00094746,"WORCESTER, MA US",3/7/1970,,39,21,
USW00094746,"WORCESTER, MA US",3/8/1970,,33,11,
USW00094746,"WORCESTER, MA US",3/9/1970,,27,9,
USW00094746,"WORCESTER, MA US",3/10/1970,,32,14,
USW00094746,"WORCESTER, MA US",3/11/1970,,35,17,
USW00094746,"WORCESTER, MA US",3/12/1970,,42,22,
USW00094746,"WORCESTER, MA US",3/13/1970,,30,26,
USW00094746,"WORCESTER, MA US",3/14/1970,,32,24,
USW00094746,"WORCESTER, MA US",3/15/1970,,32,18,
USW00094746,"WORCESTER, MA US",3/16/1970,,31,15,
USW00094746,"WORCESTER, MA US",3/17/1970,,37,15,
USW00094746,"WORCESTER, MA US",3/18/1970,,40,26,
USW00094746,"WORCESTER, MA US",3/19/1970,,46,31,
USW00094746,"WORCESTER, MA US",3/20/1970,,53,28,
USW00094746,"WORCESTER, MA US",3/21/1970,,41,28,
USW00094746,"WORCESTER, MA US",3/22/1970,,46,30,
USW00094746,"WORCESTER, MA US",3/23/1970,,37,29,
USW00094746,"WORCESTER, MA US",3/24/1970,,43,28,
USW00094746,"WORCESTER, MA US",3/25/1970,,47,31,
USW00094746,"WORCESTER, MA US",3/26/1970,,52,34,
USW00094746,"WORCESTER, MA US",3/27/1970,,46,31,
USW00094746,"WORCESTER, MA US",3/28/1970,,47,26,
USW00094746,"WORCESTER, MA US",3/29/1970,,40,21,
USW00094746,"WORCESTER, MA US",3/30/1970,,35,14,
USW00094746,"WORCESTER, MA US",3/31/1970,,30,24,
USW00094746,"WORCESTER, MA US",4/1/1970,,47,21,
USW00094746,"WORCESTER, MA US",4/2/1970,,51,29,
USW00094746,"WORCESTER, MA US",4/3/1970,,41,32,
USW00094746,"WORCESTER, MA US",4/4/1970,,43,30,
USW00094746,"WORCESTER, MA US",4/5/1970,,41,27,
USW00094746,"WORCESTER, MA US",4/6/1970,,44,25,
USW00094746,"WORCESTER, MA US",4/7/1970,,48,30,
USW00094746,"WORCESTER, MA US",4/8/1970,,62,30,
USW00094746,"WORCESTER, MA US",4/9/1970,,69,45,
USW00094746,"WORCESTER, MA US",4/10/1970,,45,27,
USW00094746,"WORCESTER, MA US",4/11/1970,,43,24,
USW00094746,"WORCESTER, MA US",4/12/1970,,54,27,
USW00094746,"WORCESTER, MA US",4/13/1970,,54,34,
USW00094746,"WORCESTER, MA US",4/14/1970,,59,36,
USW00094746,"WORCESTER, MA US",4/15/1970,,57,34,
USW00094746,"WORCESTER, MA US",4/16/1970,,61,37,
USW00094746,"WORCESTER, MA US",4/17/1970,,58,39,
USW00094746,"WORCESTER, MA US",4/18/1970,,54,35,
USW00094746,"WORCESTER, MA US",4/19/1970,,52,30,
USW00094746,"WORCESTER, MA US",4/20/1970,,38,33,
USW00094746,"WORCESTER, MA US",4/21/1970,,41,33,
USW00094746,"WORCESTER, MA US",4/22/1970,,51,34,
USW00094746,"WORCESTER, MA US",4/23/1970,,42,33,
USW00094746,"WORCESTER, MA US",4/24/1970,,54,36,
USW00094746,"WORCESTER, MA US",4/25/1970,,63,40,
USW00094746,"WORCESTER, MA US",4/26/1970,,75,46,
USW00094746,"WORCESTER, MA US",4/27/1970,,73,50,
USW00094746,"WORCESTER, MA US",4/28/1970,,81,49,
USW00094746,"WORCESTER, MA US",4/29/1970,,68,46,
USW00094746,"WORCESTER, MA US",4/30/1970,,70,45,
USW00094746,"WORCESTER, MA US",5/1/1970,,78,44,
USW00094746,"WORCESTER, MA US",5/2/1970,,75,56,
USW00094746,"WORCESTER, MA US",5/3/1970,,56,46,
USW00094746,"WORCESTER, MA US",5/4/1970,,59,44,
USW00094746,"WORCESTER, MA US",5/5/1970,,71,41,
USW00094746,"WORCESTER, MA US",5/6/1970,,47,30,
USW00094746,"WORCESTER, MA US",5/7/1970,,52,28,
USW00094746,"WORCESTER, MA US",5/8/1970,,67,37,
USW00094746,"WORCESTER, MA US",5/9/1970,,78,53,
USW00094746,"WORCESTER, MA US",5/10/1970,,87,51,
USW00094746,"WORCESTER, MA US",5/11/1970,,81,61,
USW00094746,"WORCESTER, MA US",5/12/1970,,82,53,
USW00094746,"WORCESTER, MA US",5/13/1970,,79,51,
USW00094746,"WORCESTER, MA US",5/14/1970,,56,43,
USW00094746,"WORCESTER, MA US",5/15/1970,,63,42,
USW00094746,"WORCESTER, MA US",5/16/1970,,61,47,
USW00094746,"WORCESTER, MA US",5/17/1970,,60,50,
USW00094746,"WORCESTER, MA US",5/18/1970,,50,46,
USW00094746,"WORCESTER, MA US",5/19/1970,,61,46,
USW00094746,"WORCESTER, MA US",5/20/1970,,78,46,
USW00094746,"WORCESTER, MA US",5/21/1970,,67,52,
USW00094746,"WORCESTER, MA US",5/22/1970,,81,51,
USW00094746,"WORCESTER, MA US",5/23/1970,,67,52,
USW00094746,"WORCESTER, MA US",5/24/1970,,71,49,
USW00094746,"WORCESTER, MA US",5/25/1970,,53,43,
USW00094746,"WORCESTER, MA US",5/26/1970,,66,50,
USW00094746,"WORCESTER, MA US",5/27/1970,,66,47,
USW00094746,"WORCESTER, MA US",5/28/1970,,68,44,
USW00094746,"WORCESTER, MA US",5/29/1970,,65,45,
USW00094746,"WORCESTER, MA US",5/30/1970,,68,41,
USW00094746,"WORCESTER, MA US",5/31/1970,,79,47,
USW00094746,"WORCESTER, MA US",6/1/1970,,86,59,
USW00094746,"WORCESTER, MA US",6/2/1970,,85,61,
USW00094746,"WORCESTER, MA US",6/3/1970,,85,58,
USW00094746,"WORCESTER, MA US",6/4/1970,,67,54,
USW00094746,"WORCESTER, MA US",6/5/1970,,60,53,
USW00094746,"WORCESTER, MA US",6/6/1970,,59,48,
USW00094746,"WORCESTER, MA US",6/7/1970,,63,47,
USW00094746,"WORCESTER, MA US",6/8/1970,,79,51,
USW00094746,"WORCESTER, MA US",6/9/1970,,83,60,
USW00094746,"WORCESTER, MA US",6/10/1970,,83,58,
USW00094746,"WORCESTER, MA US",6/11/1970,,86,62,
USW00094746,"WORCESTER, MA US",6/12/1970,,70,57,
USW00094746,"WORCESTER, MA US",6/13/1970,,68,49,
USW00094746,"WORCESTER, MA US",6/14/1970,,71,46,
USW00094746,"WORCESTER, MA US",6/15/1970,,74,51,
USW00094746,"WORCESTER, MA US",6/16/1970,,70,54,
USW00094746,"WORCESTER, MA US",6/17/1970,,70,60,
USW00094746,"WORCESTER, MA US",6/18/1970,,76,64,
USW00094746,"WORCESTER, MA US",6/19/1970,,81,60,
USW00094746,"WORCESTER, MA US",6/20/1970,,63,46,
USW00094746,"WORCESTER, MA US",6/21/1970,,66,44,
USW00094746,"WORCESTER, MA US",6/22/1970,,67,55,
USW00094746,"WORCESTER, MA US",6/23/1970,,80,55,
USW00094746,"WORCESTER, MA US",6/24/1970,,81,60,
USW00094746,"WORCESTER, MA US",6/25/1970,,75,58,
USW00094746,"WORCESTER, MA US",6/26/1970,,58,51,
USW00094746,"WORCESTER, MA US",6/27/1970,,62,49,
USW00094746,"WORCESTER, MA US",6/28/1970,,72,48,
USW00094746,"WORCESTER, MA US",6/29/1970,,78,52,
USW00094746,"WORCESTER, MA US",6/30/1970,,76,60,
USW00094746,"WORCESTER, MA US",7/1/1970,,80,60,
USW00094746,"WORCESTER, MA US",7/2/1970,,68,59,
USW00094746,"WORCESTER, MA US",7/3/1970,,71,59,
USW00094746,"WORCESTER, MA US",7/4/1970,,82,63,
USW00094746,"WORCESTER, MA US",7/5/1970,,75,60,
USW00094746,"WORCESTER, MA US",7/6/1970,,79,57,
USW00094746,"WORCESTER, MA US",7/7/1970,,82,61,
USW00094746,"WORCESTER, MA US",7/8/1970,,82,59,
USW00094746,"WORCESTER, MA US",7/9/1970,,82,59,
USW00094746,"WORCESTER, MA US",7/10/1970,,78,62,
USW00094746,"WORCESTER, MA US",7/11/1970,,81,66,
USW00094746,"WORCESTER, MA US",7/12/1970,,78,58,
USW00094746,"WORCESTER, MA US",7/13/1970,,75,53,
USW00094746,"WORCESTER, MA US",7/14/1970,,73,56,
USW00094746,"WORCESTER, MA US",7/15/1970,,76,62,
USW00094746,"WORCESTER, MA US",7/16/1970,,76,62,
USW00094746,"WORCESTER, MA US",7/17/1970,,79,59,
USW00094746,"WORCESTER, MA US",7/18/1970,,85,62,
USW00094746,"WORCESTER, MA US",7/19/1970,,75,61,
USW00094746,"WORCESTER, MA US",7/20/1970,,78,60,
USW00094746,"WORCESTER, MA US",7/21/1970,,76,56,
USW00094746,"WORCESTER, MA US",7/22/1970,,77,54,
USW00094746,"WORCESTER, MA US",7/23/1970,,84,60,
USW00094746,"WORCESTER, MA US",7/24/1970,,88,65,
USW00094746,"WORCESTER, MA US",7/25/1970,,90,66,
USW00094746,"WORCESTER, MA US",7/26/1970,,85,69,
USW00094746,"WORCESTER, MA US",7/27/1970,,90,67,
USW00094746,"WORCESTER, MA US",7/28/1970,,90,69,
USW00094746,"WORCESTER, MA US",7/29/1970,,89,70,
USW00094746,"WORCESTER, MA US",7/30/1970,,86,69,
USW00094746,"WORCESTER, MA US",7/31/1970,,84,67,
USW00094746,"WORCESTER, MA US",8/1/1970,,80,69,
USW00094746,"WORCESTER, MA US",8/2/1970,,87,69,
USW00094746,"WORCESTER, MA US",8/3/1970,,84,60,
USW00094746,"WORCESTER, MA US",8/4/1970,,77,58,
USW00094746,"WORCESTER, MA US",8/5/1970,,73,55,
USW00094746,"WORCESTER, MA US",8/6/1970,,79,58,
USW00094746,"WORCESTER, MA US",8/7/1970,,81,59,
USW00094746,"WORCESTER, MA US",8/8/1970,,85,61,
USW00094746,"WORCESTER, MA US",8/9/1970,,85,62,
USW00094746,"WORCESTER, MA US",8/10/1970,,85,64,
USW00094746,"WORCESTER, MA US",8/11/1970,,67,61,
USW00094746,"WORCESTER, MA US",8/12/1970,,83,61,
USW00094746,"WORCESTER, MA US",8/13/1970,,90,63,
USW00094746,"WORCESTER, MA US",8/14/1970,,91,68,
USW00094746,"WORCESTER, MA US",8/15/1970,,91,69,
USW00094746,"WORCESTER, MA US",8/16/1970,,92,70,
USW00094746,"WORCESTER, MA US",8/17/1970,,81,62,
USW00094746,"WORCESTER, MA US",8/18/1970,,79,56,
USW00094746,"WORCESTER, MA US",8/19/1970,,81,55,
USW00094746,"WORCESTER, MA US",8/20/1970,,71,57,
USW00094746,"WORCESTER, MA US",8/21/1970,,78,63,
USW00094746,"WORCESTER, MA US",8/22/1970,,77,57,
USW00094746,"WORCESTER, MA US",8/23/1970,,71,61,
USW00094746,"WORCESTER, MA US",8/24/1970,,74,54,
USW00094746,"WORCESTER, MA US",8/25/1970,,77,56,
USW00094746,"WORCESTER, MA US",8/26/1970,,82,59,
USW00094746,"WORCESTER, MA US",8/27/1970,,80,61,
USW00094746,"WORCESTER, MA US",8/28/1970,,82,57,
USW00094746,"WORCESTER, MA US",8/29/1970,,75,59,
USW00094746,"WORCESTER, MA US",8/30/1970,,72,50,
USW00094746,"WORCESTER, MA US",8/31/1970,,72,49,
USW00094746,"WORCESTER, MA US",9/1/1970,,65,45,
USW00094746,"WORCESTER, MA US",9/2/1970,,68,45,
USW00094746,"WORCESTER, MA US",9/3/1970,,67,50,
USW00094746,"WORCESTER, MA US",9/4/1970,,80,64,
USW00094746,"WORCESTER, MA US",9/5/1970,,78,56,
USW00094746,"WORCESTER, MA US",9/6/1970,,68,51,
USW00094746,"WORCESTER, MA US",9/7/1970,,63,51,
USW00094746,"WORCESTER, MA US",9/8/1970,,62,50,
USW00094746,"WORCESTER, MA US",9/9/1970,,58,51,
USW00094746,"WORCESTER, MA US",9/10/1970,,71,58,
USW00094746,"WORCESTER, MA US",9/11/1970,,70,52,
USW00094746,"WORCESTER, MA US",9/12/1970,,70,51,
USW00094746,"WORCESTER, MA US",9/13/1970,,73,48,
USW00094746,"WORCESTER, MA US",9/14/1970,,63,44,
USW00094746,"WORCESTER, MA US",9/15/1970,,50,46,
USW00094746,"WORCESTER, MA US",9/16/1970,,77,47,
USW00094746,"WORCESTER, MA US",9/17/1970,,67,47,
USW00094746,"WORCESTER, MA US",9/18/1970,,65,52,
USW00094746,"WORCESTER, MA US",9/19/1970,,69,52,
USW00094746,"WORCESTER, MA US",9/20/1970,,72,50,
USW00094746,"WORCESTER, MA US",9/21/1970,,77,53,
USW00094746,"WORCESTER, MA US",9/22/1970,,87,65,
USW00094746,"WORCESTER, MA US",9/23/1970,,86,67,
USW00094746,"WORCESTER, MA US",9/24/1970,,75,60,
USW00094746,"WORCESTER, MA US",9/25/1970,,85,60,
USW00094746,"WORCESTER, MA US",9/26/1970,,80,64,
USW00094746,"WORCESTER, MA US",9/27/1970,,73,47,
USW00094746,"WORCESTER, MA US",9/28/1970,,57,42,
USW00094746,"WORCESTER, MA US",9/29/1970,,55,40,
USW00094746,"WORCESTER, MA US",9/30/1970,,58,40,
USW00094746,"WORCESTER, MA US",10/1/1970,,60,45,
