"STATION","NAME","DATE","TMAX","TMIN","TOBS"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-06-12","82","48","79"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-06-13","79","57","74"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-06-14","84","58","82"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-06-15","76","54","72"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-06-16","78","58","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-06-17","80","57","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-06-18","76","57","70"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-06-19","78","50","74"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-06-20","80","56","79"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-06-21","71","43","68"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-06-22","67","42","65"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-06-23","60","55","55"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-06-24","63","45","58"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-06-25","76","66","70"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-06-26","87","69","83"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-06-27","90","76","89"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-06-28","91","76","86"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-06-29","82","56","80"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-06-30","78","58","77"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-01","85","50","79"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-02","82","52","79"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-03","82","54","79"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-04","86","62","81"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-05","85","66","85"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-06","71","50","70"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-07","77","52","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-08","69","46","58"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-09","69","42","67"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-10","79","58","74"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-11","80","58","72"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-12","74","56","68"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-13","71","48","70"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-14","78","50","66"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-15","80","54","74"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-16","88","64","85"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-17","84","64","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-18","76","55","70"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-19","81","53","79"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-20","76","63","71"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-21","82","54","77"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-22","73","53","67"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-23","73","53","71"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-24","73","53","71"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-25","71","53","66"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-26","75","47","72"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-27","79","47","79"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-28","71","56","66"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-29","73","54","71"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-30","71","43","68"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-07-31","74","45","73"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-01","79","56","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-02","80","64","77"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-03","78","67","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-04","78","62","77"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-05","86","68","83"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-06","85","57","75"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-07","77","49","73"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-08","72","45","69"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-09","73","53","72"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-10","73","55","72"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-11","78","59","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-12","85","67","82"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-13","80","57","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-14","72","46","68"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-15","78","50","75"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-16","80","59","79"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-17","80","56","80"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-18","78","65","75"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-19","72","45","69"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-20","77","60","75"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-21","85","54","78"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-22","78","50","73"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-23","77","60","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-24","86","56","85"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-25","75","52","74"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-26","76","53","73"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-27","77","55","73"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-28","84","56","80"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-29","86","59","83"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-30","85","62","81"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-08-31","82","61","80"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-01","82","58","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-02","78","56","77"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-03","83","55","80"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-04","83","69","80"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-05","86","69","81"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-06","78","53","72"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-07","78","37","65"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-08","75","53","74"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-09","82","57","81"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-10","75","43","68"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-11","60","50","57"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-12","63","38","59"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-13","68","32","64"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-14","66","33","65"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-15","68","50","67"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-16","69","48","61"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-17","63","45","60"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-18","69","46","65"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-19","68","50","63"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-20","54","50","52"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-21","56","41","52"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-22","63","45","62"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-23","64","32","55"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-24","65","41","59"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-25","63","44","52"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-26","53","41","49"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-27","46","38","44"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-28","48","30","44"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-29","50","40","44"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-09-30","64","44","59"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-01","20","10","18"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-02","35","21","32"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-03","60","31","46"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-04","47","36","39"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-05","40","36","39"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-06","41","25","31"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-07","42","27","32"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-08","30","16","27"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-09","21","12","16"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-10","21","12","17"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-11","20","1","12"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-12","20","1","14"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-13","22","1","13"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-14","26","21","21"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-15","29","20","29"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-16","27","12","24"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-17","14","2","9"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-18","12","-7","3"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-19","20","15","16"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-20","23","-2","20"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-21","9","0","0"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-22","16","5","10"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-23","14","1","2"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-24","17","-10","-4"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-25","1","-19","-11"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-26","5","-7","-5"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-27","20","9","13"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-28","29","15","24"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-29","28","24","27"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-11-30","24","9","14"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-01","12","-6","8"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-02","9","-9","-3"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-03","22","11","20"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-04","25","15","18"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-05","24","20","21"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-06","27","7","21"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-07","21","7","19"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-08","21","13","16"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-09","28","9","21"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-10","27","23","24"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-11","30","24","27"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-12","29","4","16"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-13","16","-9","8"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-14","18","3","17"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-15","6","-4","-4"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-16","18","8","12"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-17","10","-6","2"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-18","-2","-13","-7"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-19","-7","-21","-18"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-20","15","7","7"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-21","15","-18","-14"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-22","3","-4","-2"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-23","1","-25","-10"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-24","-15","-30","-20"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-25","-12","-31","-25"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-26","-4","-21","-8"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-27","7","2","2"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-28","7","-14","-6"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-29","-4","-8","-8"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-30","9","1","3"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1996-12-31","22","14","14"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-01","58","41","55"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-02","53","24","51"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-03","53","26","52"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-04","71","47","69"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-05","56","35","52"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-06","69","47","65"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-07","57","40","53"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-08","42","30","35"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-09","57","39","57"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-10","71","40","68"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-11","49","29","49"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-12","45","31","44"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-13","46","34","42"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-14","41","29","39"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-15","48","42","43"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-16","74","37","71"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-17","71","50","69"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-18","61","36","50"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-19","47","35","45"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-20","57","34","54"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-21","67","48","64"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-22","54","49","51"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-23","56","50","36"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-24","67","44","66"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-25","64","42","60"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-26","67","40","63"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-27","68","46","63"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-28","72","49","66"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-29","70","43","66"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-30","76","44","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-05-31",,,
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-01","82","60","81"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-02","70","58","70"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-03","73","48","68"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-04","82","50","79"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-05","76","50","73"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-06","76","47","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-07","72","46","70"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-08","76","46","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-09","80","56","78"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-10","81","54","80"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-11","84","53","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-12","84","51","80"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-13","76","45","73"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-14","82","58","78"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-15","73","52","72"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-16","71","53","68"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-17","74","56","71"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-18","63","47","62"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-19","74","49","74"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-20","73","50","73"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-21","78","50","77"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-22","81","61","77"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-23","85","68","83"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-24","73","55","70"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-25","71","56","66"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-26","80","64","78"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-27","88","61","86"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-28","70","55","63"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-29","70","58","65"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-06-30","80","63","77"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-01","78","55","72"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-02","60","49","56"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-03","50","45","48"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-04","68","55","68"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-05","66","41","64"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-06","65","49","63"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-07","58","54","53"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-08","67","51","62"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-09","73","55","71"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-10","79","65","75"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-11","85","69","82"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-12","80","62","79"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-13","82","61","66"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-14","80","59","75"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-15","86","65","84"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-16","90","63","87"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-17","88","65","85"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-18","78","62","75"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-19","71","63","70"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-20","75","62","73"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-21","79","56","77"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-22","78","62","74"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-23","77","64","72"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-24","80","68","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-25","86","69","85"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-26","84","57","80"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-27","84","51","75"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-28","84","49","73"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-29","79","52","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-30","81","65","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-07-31","68","60","64"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-01","84","59","84"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-02","86","55","86"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-03","81","59","80"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-04","77","53","74"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-05","76","52","65"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-06","80","55","77"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-07","81","65","78"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-08","80","64","78"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-09","71","45","69"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-10","71","42","61"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-11","70","57","66"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-12","68","40","65"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-13","72","55","69"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-14","67","55","60"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-15","64","53","63"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-16","62","49","58"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-17","68","55","63"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-18","70","56","69"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-19","63","56","60"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-20","71","48","68"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-21","72","44","71"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-22","75","58","75"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-23","81","50","79"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-24","84","61","80"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-25","81","52","78"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-26","85","58","83"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-27","82","54","78"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-28","78","59","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-29","70","62","67"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-30","81","48","79"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-08-31","75","60","74"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-01","70","45","67"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-02","70","40","65"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-03","70","53","64"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-04","72","57","66"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-05","79","54","77"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-06","62","51","62"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-07","76","52","74"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-08","76","49","58"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-09","76","43","64"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-10","78","48","73"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-11","77","56","73"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-12","69","61","66"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-13","78","50","77"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-14","77","59","71"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-15","77","63","71"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-16","71","49","69"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-17","72","49","71"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-18","75","45","69"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-19","50","37","46"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-20","56","32","56"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-21","64","48","63"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-22","62","35","60"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-23","68","49","65"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-24","77","42","73"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-25","78","48","75"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-26","72","60","71"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-27","79","48","68"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-28","64","50","59"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-29","56","43","54"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-09-30","61","43","58"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-10-01","71","39","67"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-10-02","83","44","80"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-10-03","72","60","52"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-10-04","69","45","67"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-10-05","70","44","69"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-10-06","73","46","70"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-10-07","76","48","71"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-10-08","62","64","70"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-10-09","46","40","43"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-10-10","63","33","62"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-10-11","71","55","71"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-10-12","61","59","59"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-10-13","34","30","29"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1997-10-14","45","28","38"
