"STATION","NAME","DATE","TMAX","TMIN","TOBS"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-10-25","45","27","42"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-10-26","52","39","45"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-10-27","45","32","37"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-10-28","49","22","40"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-10-29","58","31","49"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-10-30","50","29","45"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-10-31","59","37","53"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-01","53","42","47"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-02","53","44","52"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-03","52","43","44"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-04","48","37","40"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-05","42","21","37"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-06","56","22","48"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-07","59","27","45"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-08","45","20","29"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-09","38","11","32"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-10","46","14","39"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-11","56","20","43"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-12","55","32","48"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-13","54","27","43"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-14","49","21","47"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-15","47","42","47"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-16","47","30","30"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-17","30","24","25"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-18","33","19","31"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-19","35","18","18"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-20","23","5","17"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-21","41","8","35"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-22","37","24","28"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-23","28","18","18"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-24","33","7","29"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-25","37","25","26"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-26","34","18","32"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-27","34","29","32"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-28","32","27","27"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-29","27","21","24"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-11-30","29","24","25"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-01","25","19","19"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-02","25","9","24"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-03","24","11","11"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-04","27","-5","21"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-05","30","16","28"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-06","28","27","27"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-07","33","27","31"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-08","33","31","31"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-09","32","28","29"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-10","35","20","34"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-11","33","22","22"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-12","25","19","22"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-13","22","15","17"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-14","20","15","16"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-15","16","10","13"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-16","14","8","10"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-17","22","-2","19"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-18","22","17","18"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-19","30","5","21"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-20","28","0","21"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-21","28","11","19"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-22","29","12","22"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-23","23","0","18"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-24","18","11","11"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-25","19","-9","10"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-26","30","-5","25"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-27","25","1","23"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-28","24","20","20"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-29","21","15","20"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-30","25","17","21"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1987-12-31","21","-11","-10"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-01","0","-13","-4"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-02","12","-5","12"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-03","17","-2","-2"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-04","-2","-19","-18"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-05","-13","-25","-17"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-06","-1","-35","-7"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-07","5","-12","-3"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-08","-3","-25","-10"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-09","2","-31","-1"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-10","13","-7","12"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-11","14","-10","10"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-12","11","-9","-9"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-13","8","-29","-2"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-14","16","-24","10"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-15","30","-7","29"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-16","33","27","27"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-17","35","-1","28"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-18","29","1","23"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-19","26","21","24"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-20","24","8","10"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-21","26","-17","18"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-22","18","-4","-4"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-23","8","-8","-1"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-24","15","-2","-1"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-25","-1","-22","-13"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-26","10","-35","4"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-27","15","-8","11"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-28","22","-5","20"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-29","36","18","32"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-30","32","16","31"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-01-31","31","-3","-9"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-01","34","19","28"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-02","28","7","18"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-03","32","-7","28"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-04","34","-1","33"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-05","46","15","45"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-06","45","32","37"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-07","45","29","42"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-08","42","30","30"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-09","42","17","38"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-10","44","32","44"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-11","44","26","26"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-12","26","11","13"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-13","15","5","15"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-14","22","1","20"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-15","26","12","24"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-16","32","21","31"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-17","37","14","30"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-18","30","14","26"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-19","26","16","23"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-20","29","13","29"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-21","39","15","37"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-22","41","31","38"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-23","50","30","49"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-24","49","36","38"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-25","39","28","28"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-26","28","13","24"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-27","43","16","43"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-28","43","31","38"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-29","38","22","30"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-30","39","14","37"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-03-31","40","14","38"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-01","52","14","51"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-02","56","23","42"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-03","50","36","49"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-04","51","38","51"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-05","56","29","53"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-06","64","21","64"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-07","77","31","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-08","76","48","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-09","76","30","40"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-10","50","22","48"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-11","63","20","62"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-12","67","35","66"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-13","66","35","42"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-14","42","21","42"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-15","51","17","51"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-16","74","20","74"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-17","74","26","39"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-18","42","16","41"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-19","55","13","54"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-20","54","25","42"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-21","48","16","46"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-22","52","20","50"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-23","52","27","50"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-24","65","21","63"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-25","63","29","41"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-26","44","28","42"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-27","58","28","58"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-28","68","21","67"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-29","74","29","73"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-04-30","73","51","72"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-01","77","55","77"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-02","79","58","78"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-03","79","51","79"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-04","79","38","71"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-05","80","37","77"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-06","81","51","72"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-07","72","56","58"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-08","72","46","72"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-09","72","46","66"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-10","67","44","66"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-11","73","39","69"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-12","76","43","52"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-13","62","28","62"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-14","79","40","78"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-15","78","45","41"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-16","63","37","62"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-17","70","35","69"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-18","84","54","84"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-19","84","59","59"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-20","68","54","66"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-21","66","52","57"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-22","72","50","72"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-23","79","38","79"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-24","78","40","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-25","83","48","82"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-26","87","53","87"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-27","87","50","82"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-28","87","63","87"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-29","87","61","84"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-30","88","65","87"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-05-31","88","69","88"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-01","88","69","86"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-02","90","56","71"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-03","87","55","85"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-04","91","56","90"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-05","91","63","90"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-06","90","58","89"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-07","94","55","93"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-08","93","57","68"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-09","78","39","78"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-10","84","42","83"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-11","91","56","90"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-12","90","63","71"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-13","79","61","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-14","76","59","59"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-15","73","52","71"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-16","77","40","74"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-17","85","54","84"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-18","93","65","89"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-19","92","59","89"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-20","94","49","93"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-21","93","63","84"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-22","84","56","77"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-23","81","58","79"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-24","93","65","91"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-25","91","57","75"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-26","82","46","81"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-27","87","59","86"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-28","86","68","73"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-29","77","51","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-06-30","80","48","78"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-01","78","54","65"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-02","83","40","81"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-03","87","53","86"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-04","93","64","89"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-05","98","76","98"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-06","99","67","68"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-07","74","64","68"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-08","86","50","85"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-09","87","53","70"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-10","73","51","66"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-11","77","44","73"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-12","82","49","81"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-13","84","59","80"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-14","87","48","86"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-15","86","69","79"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-16","84","45","82"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-17","79","59","77"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-18","82","56","81"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-19","83","48","80"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-20","80","53","70"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-21","84","46","84"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-22","87","52","85"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-23","86","61","84"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-24","84","58","79"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-25","90","49","90"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-26","94","64","93"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-27","100","64","100"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-28","100","72","90"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-29","90","70","87"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-30","89","48","89"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-07-31","89","68","88"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-01","88","68","78"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-02","86","62","85"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-03","87","60","80"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-04","80","60","72"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-05","85","53","85"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-06","92","62","89"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-07","89","74","75"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-08","75","54","71"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-09","84","46","84"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-10","94","69","93"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-11","95","67","92"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-12","92","64","87"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-13","87","64","68"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-14","87","62","87"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-15","95","62","94"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-16","101","70","101"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-17","101","68","73"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-18","80","61","78"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-19","78","48","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-20","84","59","83"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-21","83","62","70"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-22","83","65","83"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-23","83","53","74"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-24","82","51","80"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-25","80","50","70"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-26","80","40","70"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-27","70","45","64"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-28","66","36","62"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-29","69","36","65"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-30","78","43","78"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-08-31","81","58","79"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-01","82","58","82"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-02","82","48","67"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-03","69","54","69"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-04","72","47","64"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-05","71","32","65"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-06","76","30","74"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-07","76","53","75"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-08","75","49","68"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-09","74","48","69"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-10","70","34","64"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-11","84","60","78"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-12","78","46","53"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-13","76","31","76"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-14","76","32","68"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-15","68","47","54"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-16","60","52","59"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-17","82","43","80"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-18","80","60","67"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-19","67","44","45"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-20","45","37","43"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-21","54","37","53"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-22","62","47","61"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-23","67","36","66"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-24","75","36","74"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-25","74","36","57"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-26","71","42","70"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-27","70","42","55"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-28","55","43","44"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-29","55","42","52"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-09-30","57","46","57"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-01","62","46","59"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-02","59","24","51"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-03","51","29","42"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-04","47","23","46"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-05","55","18","53"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-06","59","28","58"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-07","67","31","66"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-08","69","28","65"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-09","71","29","68"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-10","68","42","51"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-11","51","27","45"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-12","55","18","53"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-13","64","35","64"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-14","79","31","77"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-15","77","40","66"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-16","66","39","53"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-17","53","34","42"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-18","45","26","39"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-19","52","20","46"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-20","46","27","42"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-21","44","36","42"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-22","50","22","48"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-23","48","28","29"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-24","34","20","34"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-25","34","20","31"
"USC00212142","DETROIT LAKES 1 NNE, MN US","1988-10-26","47","11","38"
